Date, Minor Trend, Major Trend, Pivot Price, Interpolated Pivot Price
21/12/2003, Up, Up, , 10241.248750000000000000000000, 
22/12/2003, Up, Up, , 10264.067708333333333333333333, 
23/12/2003, Up, Up, , 10286.886666666666666666666667, 
24/12/2003, Up, Up, , 10309.705625000000000000000000, 
25/12/2003, Up, Up, , 10332.524583333333333333333333, 
26/12/2003, Up, Up, , 10355.343541666666666666666667, 
27/12/2003, Up, Up, , 10378.162500000000000000000000, 
28/12/2003, Up, Up, , 10400.981458333333333333333333, 
29/12/2003, Up, Up, , 10423.800416666666666666666667, 
30/12/2003, Up, Up, , 10446.619375000000000000000000, 
31/12/2003, Up, Up, , 10469.438333333333333333333333, 
01/01/2004, Up, Up, , 10492.257291666666666666666667, 
02/01/2004, Up, Up, , 10515.076250000000000000000000, 
03/01/2004, Up, Up, , 10537.895208333333333333333333, 
04/01/2004, Up, Up, , 10560.714166666666666666666667, 
05/01/2004, Up, Up, , 10583.533125000000000000000000, 
06/01/2004, Up, Up, , 10606.352083333333333333333333, 
07/01/2004, Up, Up, , 10629.171041666666666666666667, 
08/01/2004, Up, Up, 10651.99, 10651.99, 48
09/01/2004, Up, Up, , 10589.83, 
10/01/2004, Up, Up, , 10527.67, 
11/01/2004, Up, Up, , 10465.51, 
12/01/2004, Down, Up, , 10403.35, 
13/01/2004, Down, Up, 10341.19, 10341.19, 5
14/01/2004, Down, Up, , 10370.305714285714285714285714, 
15/01/2004, Up, Up, , 10399.421428571428571428571429, 
16/01/2004, Up, Up, , 10428.537142857142857142857143, 
17/01/2004, Up, Up, , 10457.652857142857142857142857, 
18/01/2004, Up, Up, , 10486.768571428571428571428571, 
19/01/2004, Up, Up, , 10515.884285714285714285714286, 
20/01/2004, Up, Up, , 10545.000000000000000000000000, 
21/01/2004, Up, Up, , 10574.115714285714285714285714, 
22/01/2004, Up, Up, , 10603.231428571428571428571429, 
23/01/2004, Up, Up, , 10632.347142857142857142857143, 
24/01/2004, Up, Up, , 10661.462857142857142857142857, 
25/01/2004, Up, Up, , 10690.578571428571428571428571, 
26/01/2004, Up, Up, , 10719.694285714285714285714286, 
27/01/2004, Up, Up, 10748.81, 10748.81, 14
28/01/2004, Up, Up, , 10559.365, 
29/01/2004, Down, Up, 10369.92, 10369.92, 2
30/01/2004, Down, Up, , 10390.159523809523809523809524, 
31/01/2004, Down, Up, , 10410.399047619047619047619048, 
01/02/2004, Down, Up, , 10430.638571428571428571428571, 
02/02/2004, Down, Up, , 10450.878095238095238095238095, 
03/02/2004, Down, Up, , 10471.117619047619047619047619, 
04/02/2004, Down, Up, , 10491.357142857142857142857143, 
05/02/2004, Down, Up, , 10511.596666666666666666666667, 
06/02/2004, Down, Up, , 10531.836190476190476190476190, 
07/02/2004, Down, Up, , 10552.075714285714285714285714, 
08/02/2004, Down, Up, , 10572.315238095238095238095238, 
09/02/2004, Up, Up, , 10592.554761904761904761904762, 
10/02/2004, Up, Up, , 10612.794285714285714285714286, 
11/02/2004, Up, Up, , 10633.033809523809523809523810, 
12/02/2004, Up, Up, , 10653.273333333333333333333333, 
13/02/2004, Up, Up, , 10673.512857142857142857142857, 
14/02/2004, Up, Up, , 10693.752380952380952380952381, 
15/02/2004, Up, Up, , 10713.991904761904761904761905, 
16/02/2004, Up, Up, , 10734.231428571428571428571429, 
17/02/2004, Up, Up, , 10754.470952380952380952380952, 
18/02/2004, Up, Up, , 10774.710476190476190476190476, 
19/02/2004, Up, Up, 10794.95, 10794.95, 21
20/02/2004, Up, Up, , 10731.826, 
21/02/2004, Up, Up, , 10668.702, 
22/02/2004, Up, Up, , 10605.578, 
23/02/2004, Down, Up, , 10542.454, 
24/02/2004, Down, Up, 10479.33, 10479.33, 5
25/02/2004, Down, Up, , 10519.465, 
26/02/2004, Down, Up, , 10559.600, 
27/02/2004, Down, Up, , 10599.735, 
28/02/2004, Down, Up, , 10639.870, 
29/02/2004, Down, Up, , 10680.005, 
01/03/2004, Up, Up, 10720.14, 10720.14, 6
02/03/2004, Up, Up, , 10673.421428571428571428571429, 
03/03/2004, Down, Up, , 10626.702857142857142857142857, 
04/03/2004, Down, Up, , 10579.984285714285714285714286, 
05/03/2004, Down, Up, , 10533.265714285714285714285714, 
06/03/2004, Down, Up, , 10486.547142857142857142857143, 
07/03/2004, Down, Up, , 10439.828571428571428571428571, 
08/03/2004, Down, Up, , 10393.110000000000000000000000, 
09/03/2004, Down, Down, , 10346.391428571428571428571429, 
10/03/2004, Down, Down, , 10299.672857142857142857142857, 
11/03/2004, Down, Down, , 10252.954285714285714285714286, 
12/03/2004, Down, Down, , 10206.235714285714285714285714, 
13/03/2004, Down, Down, , 10159.517142857142857142857143, 
14/03/2004, Down, Down, , 10112.798571428571428571428571, 
15/03/2004, Down, Down, 10066.08, 10066.08, 14
16/03/2004, Down, Down, , 10211.335, 
17/03/2004, Up, Down, 10356.59, 10356.59, 2
18/03/2004, Up, Down, , 10302.20, 
19/03/2004, Up, Down, , 10247.81, 
20/03/2004, Up, Down, , 10193.42, 
21/03/2004, Up, Down, , 10139.03, 
22/03/2004, Down, Down, , 10084.64, 
23/03/2004, Down, Down, , 10030.25, 
24/03/2004, Down, Down, 9975.86, 9975.86, 7
25/03/2004, Down, Down, , 10023.591538461538461538461538, 
26/03/2004, Up, Down, , 10071.323076923076923076923077, 
27/03/2004, Up, Down, , 10119.054615384615384615384615, 
28/03/2004, Up, Down, , 10166.786153846153846153846154, 
29/03/2004, Up, Up, , 10214.517692307692307692307692, 
30/03/2004, Up, Up, , 10262.249230769230769230769231, 
31/03/2004, Up, Up, , 10309.980769230769230769230769, 
01/04/2004, Up, Up, , 10357.712307692307692307692308, 
02/04/2004, Up, Up, , 10405.443846153846153846153846, 
03/04/2004, Up, Up, , 10453.175384615384615384615385, 
04/04/2004, Up, Up, , 10500.906923076923076923076923, 
05/04/2004, Up, Up, , 10548.638461538461538461538462, 
06/04/2004, Up, Up, 10596.37, 10596.37, 13
07/04/2004, Up, Up, , 10554.2425, 
08/04/2004, Up, Up, , 10512.1150, 
09/04/2004, Up, Up, , 10469.9875, 
10/04/2004, Up, Up, , 10427.8600, 
11/04/2004, Up, Up, , 10385.7325, 
12/04/2004, Up, Up, , 10343.6050, 
13/04/2004, Up, Up, , 10301.4775, 
14/04/2004, Down, Up, 10259.35, 10259.35, 8
15/04/2004, Down, Up, , 10304.56, 
16/04/2004, Up, Up, , 10349.77, 
17/04/2004, Up, Up, , 10394.98, 
18/04/2004, Up, Up, , 10440.19, 
19/04/2004, Up, Up, , 10485.40, 
20/04/2004, Up, Up, 10530.61, 10530.61, 6
21/04/2004, Down, Down, 10200.38, 10200.38, 1
22/04/2004, Down, Down, , 10262.136666666666666666666667, 
23/04/2004, Up, Up, , 10323.893333333333333333333333, 
24/04/2004, Up, Up, , 10385.650000000000000000000000, 
25/04/2004, Up, Up, , 10447.406666666666666666666667, 
26/04/2004, Up, Up, , 10509.163333333333333333333333, 
27/04/2004, Up, Up, 10570.92, 10570.92, 6
28/04/2004, Up, Up, , 10520.998666666666666666666667, 
29/04/2004, Down, Down, , 10471.077333333333333333333333, 
30/04/2004, Down, Down, , 10421.156000000000000000000000, 
01/05/2004, Down, Down, , 10371.234666666666666666666667, 
02/05/2004, Down, Down, , 10321.313333333333333333333333, 
03/05/2004, Down, Down, , 10271.392000000000000000000000, 
04/05/2004, Down, Down, , 10221.470666666666666666666667, 
05/05/2004, Down, Down, , 10171.549333333333333333333333, 
06/05/2004, Down, Down, , 10121.628000000000000000000000, 
07/05/2004, Down, Down, , 10071.706666666666666666666667, 
08/05/2004, Down, Down, , 10021.785333333333333333333333, 
09/05/2004, Down, Down, , 9971.864000000000000000000000, 
10/05/2004, Down, Down, , 9921.942666666666666666666667, 
11/05/2004, Down, Down, , 9872.021333333333333333333333, 
12/05/2004, Down, Down, 9822.1, 9822.1, 15
13/05/2004, Down, Down, , 9838.563023255813953488372093, 
14/05/2004, Down, Down, , 9855.026046511627906976744186, 
15/05/2004, Down, Down, , 9871.489069767441860465116279, 
16/05/2004, Down, Down, , 9887.952093023255813953488372, 
17/05/2004, Down, Down, , 9904.415116279069767441860465, 
18/05/2004, Down, Down, , 9920.878139534883720930232558, 
19/05/2004, Up, Down, , 9937.341162790697674418604651, 
20/05/2004, Up, Down, , 9953.804186046511627906976744, 
21/05/2004, Up, Down, , 9970.267209302325581395348837, 
22/05/2004, Up, Down, , 9986.730232558139534883720930, 
23/05/2004, Up, Down, , 10003.193255813953488372093023, 
24/05/2004, Up, Down, , 10019.656279069767441860465116, 
25/05/2004, Up, Down, , 10036.119302325581395348837209, 
26/05/2004, Up, Down, , 10052.582325581395348837209302, 
27/05/2004, Up, Down, , 10069.045348837209302325581395, 
28/05/2004, Up, Down, , 10085.508372093023255813953488, 
29/05/2004, Up, Down, , 10101.971395348837209302325581, 
30/05/2004, Up, Down, , 10118.434418604651162790697674, 
31/05/2004, Up, Down, , 10134.897441860465116279069767, 
01/06/2004, Up, Down, , 10151.360465116279069767441860, 
02/06/2004, Up, Down, , 10167.823488372093023255813953, 
03/06/2004, Up, Down, , 10184.286511627906976744186047, 
04/06/2004, Up, Down, , 10200.749534883720930232558140, 
05/06/2004, Up, Down, , 10217.212558139534883720930233, 
06/06/2004, Up, Down, , 10233.675581395348837209302326, 
07/06/2004, Up, Down, , 10250.138604651162790697674419, 
08/06/2004, Up, Down, , 10266.601627906976744186046512, 
09/06/2004, Up, Down, , 10283.064651162790697674418605, 
10/06/2004, Up, Down, , 10299.527674418604651162790698, 
11/06/2004, Up, Down, , 10315.990697674418604651162791, 
12/06/2004, Up, Down, , 10332.453720930232558139534884, 
13/06/2004, Up, Down, , 10348.916744186046511627906977, 
14/06/2004, Up, Down, , 10365.379767441860465116279070, 
15/06/2004, Up, Down, , 10381.842790697674418604651163, 
16/06/2004, Up, Down, , 10398.305813953488372093023256, 
17/06/2004, Up, Down, , 10414.768837209302325581395349, 
18/06/2004, Up, Down, , 10431.231860465116279069767442, 
19/06/2004, Up, Down, , 10447.694883720930232558139535, 
20/06/2004, Up, Down, , 10464.157906976744186046511628, 
21/06/2004, Up, Down, , 10480.620930232558139534883721, 
22/06/2004, Up, Down, , 10497.083953488372093023255814, 
23/06/2004, Up, Down, , 10513.546976744186046511627907, 
24/06/2004, Up, Down, 10530.01, 10530.01, 43
25/06/2004, Up, Down, , 10509.5215625, 
26/06/2004, Up, Down, , 10489.0331250, 
27/06/2004, Up, Down, , 10468.5446875, 
28/06/2004, Down, Down, , 10448.0562500, 
29/06/2004, Down, Down, , 10427.5678125, 
30/06/2004, Down, Down, , 10407.0793750, 
01/07/2004, Down, Down, , 10386.5909375, 
02/07/2004, Down, Down, , 10366.1025000, 
03/07/2004, Down, Down, , 10345.6140625, 
04/07/2004, Down, Down, , 10325.1256250, 
05/07/2004, Down, Down, , 10304.6371875, 
06/07/2004, Down, Down, , 10284.1487500, 
07/07/2004, Down, Down, , 10263.6603125, 
08/07/2004, Down, Down, , 10243.1718750, 
09/07/2004, Down, Down, , 10222.6834375, 
10/07/2004, Down, Down, , 10202.1950000, 
11/07/2004, Down, Down, , 10181.7065625, 
12/07/2004, Down, Down, , 10161.2181250, 
13/07/2004, Down, Down, , 10140.7296875, 
14/07/2004, Down, Down, , 10120.2412500, 
15/07/2004, Down, Down, , 10099.7528125, 
16/07/2004, Down, Down, , 10079.2643750, 
17/07/2004, Down, Down, , 10058.7759375, 
18/07/2004, Down, Down, , 10038.2875000, 
19/07/2004, Down, Down, , 10017.7990625, 
20/07/2004, Down, Down, , 9997.3106250, 
21/07/2004, Down, Down, , 9976.8221875, 
22/07/2004, Down, Down, , 9956.3337500, 
23/07/2004, Down, Down, , 9935.8453125, 
24/07/2004, Down, Down, , 9915.3568750, 
25/07/2004, Down, Down, , 9894.8684375, 
26/07/2004, Down, Down, 9874.38, 9874.38, 32
27/07/2004, Down, Down, , 9918.64375, 
28/07/2004, Up, Down, , 9962.90750, 
29/07/2004, Up, Down, , 10007.17125, 
30/07/2004, Up, Down, , 10051.43500, 
31/07/2004, Up, Down, , 10095.69875, 
01/08/2004, Up, Down, , 10139.96250, 
02/08/2004, Up, Down, , 10184.22625, 
03/08/2004, Up, Down, 10228.49, 10228.49, 8
04/08/2004, Up, Down, , 10074.84, 
05/08/2004, Down, Down, , 9921.19, 
06/08/2004, Down, Down, 9767.54, 9767.54, 3
07/08/2004, Down, Down, , 9810.354, 
08/08/2004, Down, Down, , 9853.168, 
09/08/2004, Down, Down, , 9895.982, 
10/08/2004, Down, Down, , 9938.796, 
11/08/2004, Up, Down, 9981.61, 9981.61, 5
12/08/2004, Up, Down, , 9864.105, 
13/08/2004, Down, Down, 9746.6, 9746.6, 2
14/08/2004, Down, Down, , 9781.520714285714285714285714, 
15/08/2004, Down, Down, , 9816.441428571428571428571429, 
16/08/2004, Down, Down, , 9851.362142857142857142857143, 
17/08/2004, Up, Up, , 9886.282857142857142857142857, 
18/08/2004, Up, Up, , 9921.203571428571428571428571, 
19/08/2004, Up, Up, , 9956.124285714285714285714286, 
20/08/2004, Up, Up, , 9991.045000000000000000000000, 
21/08/2004, Up, Up, , 10025.965714285714285714285714, 
22/08/2004, Up, Up, , 10060.886428571428571428571429, 
23/08/2004, Up, Up, , 10095.807142857142857142857143, 
24/08/2004, Up, Up, , 10130.727857142857142857142857, 
25/08/2004, Up, Up, , 10165.648571428571428571428571, 
26/08/2004, Up, Up, , 10200.569285714285714285714286, 
27/08/2004, Up, Up, 10235.49, 10235.49, 14
28/08/2004, Up, Up, , 10190.64, 
29/08/2004, Up, Up, , 10145.79, 
30/08/2004, Up, Up, , 10100.94, 
31/08/2004, Down, Up, 10056.09, 10056.09, 4
01/09/2004, Down, Up, , 10097.90875, 
02/09/2004, Up, Up, , 10139.72750, 
03/09/2004, Up, Up, , 10181.54625, 
04/09/2004, Up, Up, , 10223.36500, 
05/09/2004, Up, Up, , 10265.18375, 
06/09/2004, Up, Up, , 10307.00250, 
07/09/2004, Up, Up, , 10348.82125, 
08/09/2004, Up, Up, 10390.64, 10390.64, 8
09/09/2004, Up, Up, , 10368.6435, 
10/09/2004, Up, Up, , 10346.6470, 
11/09/2004, Up, Up, , 10324.6505, 
12/09/2004, Up, Up, , 10302.6540, 
13/09/2004, Up, Up, , 10280.6575, 
14/09/2004, Up, Up, , 10258.6610, 
15/09/2004, Up, Up, , 10236.6645, 
16/09/2004, Down, Up, , 10214.6680, 
17/09/2004, Down, Up, , 10192.6715, 
18/09/2004, Down, Up, , 10170.6750, 
19/09/2004, Down, Up, , 10148.6785, 
20/09/2004, Down, Up, , 10126.6820, 
21/09/2004, Down, Up, , 10104.6855, 
22/09/2004, Down, Up, , 10082.6890, 
23/09/2004, Down, Down, , 10060.6925, 
24/09/2004, Down, Down, , 10038.6960, 
25/09/2004, Down, Down, , 10016.6995, 
26/09/2004, Down, Down, , 9994.7030, 
27/09/2004, Down, Down, , 9972.7065, 
28/09/2004, Down, Down, 9950.71, 9950.71, 20
29/09/2004, Down, Down, , 10011.226666666666666666666667, 
30/09/2004, Down, Down, , 10071.743333333333333333333333, 
01/10/2004, Down, Down, , 10132.260000000000000000000000, 
02/10/2004, Down, Down, , 10192.776666666666666666666667, 
03/10/2004, Down, Down, , 10253.293333333333333333333333, 
04/10/2004, Up, Down, 10313.81, 10313.81, 6
05/10/2004, Up, Down, , 10282.684761904761904761904762, 
06/10/2004, Up, Down, , 10251.559523809523809523809524, 
07/10/2004, Up, Down, , 10220.434285714285714285714286, 
08/10/2004, Down, Down, , 10189.309047619047619047619048, 
09/10/2004, Down, Down, , 10158.183809523809523809523810, 
10/10/2004, Down, Down, , 10127.058571428571428571428571, 
11/10/2004, Down, Down, , 10095.933333333333333333333333, 
12/10/2004, Down, Down, , 10064.808095238095238095238095, 
13/10/2004, Down, Down, , 10033.682857142857142857142857, 
14/10/2004, Down, Down, , 10002.557619047619047619047619, 
15/10/2004, Down, Down, , 9971.432380952380952380952381, 
16/10/2004, Down, Down, , 9940.307142857142857142857143, 
17/10/2004, Down, Down, , 9909.181904761904761904761905, 
18/10/2004, Down, Down, , 9878.056666666666666666666667, 
19/10/2004, Down, Down, , 9846.931428571428571428571429, 
20/10/2004, Down, Down, , 9815.806190476190476190476190, 
21/10/2004, Down, Down, , 9784.680952380952380952380952, 
22/10/2004, Down, Down, , 9753.555714285714285714285714, 
23/10/2004, Down, Down, , 9722.430476190476190476190476, 
24/10/2004, Down, Down, , 9691.305238095238095238095238, 
25/10/2004, Down, Down, 9660.18, 9660.18, 21
26/10/2004, Down, Down, , 9703.436956521739130434782609, 
27/10/2004, Up, Down, , 9746.693913043478260869565217, 
28/10/2004, Up, Down, , 9789.950869565217391304347826, 
29/10/2004, Up, Down, , 9833.207826086956521739130435, 
30/10/2004, Up, Down, , 9876.464782608695652173913043, 
31/10/2004, Up, Down, , 9919.721739130434782608695652, 
01/11/2004, Up, Down, , 9962.978695652173913043478261, 
02/11/2004, Up, Down, , 10006.235652173913043478260870, 
03/11/2004, Up, Down, , 10049.492608695652173913043478, 
04/11/2004, Up, Up, , 10092.749565217391304347826087, 
05/11/2004, Up, Up, , 10136.006521739130434782608696, 
06/11/2004, Up, Up, , 10179.263478260869565217391304, 
07/11/2004, Up, Up, , 10222.520434782608695652173913, 
08/11/2004, Up, Up, , 10265.777391304347826086956522, 
09/11/2004, Up, Up, , 10309.034347826086956521739130, 
10/11/2004, Up, Up, , 10352.291304347826086956521739, 
11/11/2004, Up, Up, , 10395.548260869565217391304348, 
12/11/2004, Up, Up, , 10438.805217391304347826086957, 
13/11/2004, Up, Up, , 10482.062173913043478260869565, 
14/11/2004, Up, Up, , 10525.319130434782608695652174, 
15/11/2004, Up, Up, , 10568.576086956521739130434783, 
16/11/2004, Up, Up, , 10611.833043478260869565217391, 
17/11/2004, Up, Up, 10655.09, 10655.09, 23
18/11/2004, Up, Up, , 10600.262, 
19/11/2004, Up, Up, , 10545.434, 
20/11/2004, Up, Up, , 10490.606, 
21/11/2004, Up, Up, , 10435.778, 
22/11/2004, Down, Up, 10380.95, 10380.95, 5
23/11/2004, Down, Up, , 10410.918571428571428571428571, 
24/11/2004, Up, Up, , 10440.887142857142857142857143, 
25/11/2004, Up, Up, , 10470.855714285714285714285714, 
26/11/2004, Up, Up, , 10500.824285714285714285714286, 
27/11/2004, Up, Up, , 10530.792857142857142857142857, 
28/11/2004, Up, Up, , 10560.761428571428571428571429, 
29/11/2004, Up, Up, 10590.73, 10590.73, 7
30/11/2004, Down, Down, 10380.58, 10380.58, 1
01/12/2004, Down, Down, , 10477.21, 
02/12/2004, Up, Up, , 10573.84, 
03/12/2004, Up, Up, 10670.47, 10670.47, 3
04/12/2004, Up, Up, , 10623.693333333333333333333333, 
05/12/2004, Up, Up, , 10576.916666666666666666666667, 
06/12/2004, Up, Up, , 10530.140000000000000000000000, 
07/12/2004, Down, Up, , 10483.363333333333333333333333, 
08/12/2004, Down, Up, , 10436.586666666666666666666667, 
09/12/2004, Down, Up, 10389.81, 10389.81, 6
10/12/2004, Down, Up, , 10425.902142857142857142857143, 
11/12/2004, Down, Up, , 10461.994285714285714285714286, 
12/12/2004, Down, Up, , 10498.086428571428571428571429, 
13/12/2004, Up, Up, , 10534.178571428571428571428571, 
14/12/2004, Up, Up, , 10570.270714285714285714285714, 
15/12/2004, Up, Up, , 10606.362857142857142857142857, 
16/12/2004, Up, Up, , 10642.455000000000000000000000, 
17/12/2004, Up, Up, , 10678.547142857142857142857143, 
18/12/2004, Up, Up, , 10714.639285714285714285714286, 
19/12/2004, Up, Up, , 10750.731428571428571428571429, 
20/12/2004, Up, Up, , 10786.823571428571428571428571, 
21/12/2004, Up, Up, , 10822.915714285714285714285714, 
22/12/2004, Up, Up, , 10859.007857142857142857142857, 
23/12/2004, Up, Up, 10895.1, 10895.1, 14
24/12/2004, Up, Up, , 10877.0375, 
25/12/2004, Up, Up, , 10858.9750, 
26/12/2004, Up, Up, , 10840.9125, 
27/12/2004, Up, Up, , 10822.8500, 
28/12/2004, Up, Up, , 10804.7875, 
29/12/2004, Up, Up, , 10786.7250, 
30/12/2004, Up, Up, , 10768.6625, 
31/12/2004, Up, Up, , 10750.6000, 
01/01/2005, Up, Up, , 10732.5375, 
02/01/2005, Up, Up, , 10714.4750, 
03/01/2005, Up, Up, , 10696.4125, 
04/01/2005, Down, Up, , 10678.3500, 
05/01/2005, Down, Up, , 10660.2875, 
06/01/2005, Down, Up, , 10642.2250, 
07/01/2005, Down, Up, , 10624.1625, 
08/01/2005, Down, Up, , 10606.1000, 
09/01/2005, Down, Up, , 10588.0375, 
10/01/2005, Down, Up, , 10569.9750, 
11/01/2005, Down, Up, , 10551.9125, 
12/01/2005, Down, Up, , 10533.8500, 
13/01/2005, Down, Up, , 10515.7875, 
14/01/2005, Down, Up, , 10497.7250, 
15/01/2005, Down, Up, , 10479.6625, 
16/01/2005, Down, Up, , 10461.6000, 
17/01/2005, Down, Up, , 10443.5375, 
18/01/2005, Down, Up, , 10425.4750, 
19/01/2005, Down, Up, , 10407.4125, 
20/01/2005, Down, Up, , 10389.3500, 
21/01/2005, Down, Down, , 10371.2875, 
22/01/2005, Down, Down, , 10353.2250, 
23/01/2005, Down, Down, , 10335.1625, 
24/01/2005, Down, Down, 10317.1, 10317.1, 32
25/01/2005, Down, Down, , 10444.38, 
26/01/2005, Up, Down, 10571.66, 10571.66, 2
27/01/2005, Up, Down, , 10451.62, 
28/01/2005, Down, Down, 10331.58, 10331.58, 2
29/01/2005, Down, Down, , 10372.706363636363636363636364, 
30/01/2005, Down, Down, , 10413.832727272727272727272727, 
31/01/2005, Down, Down, , 10454.959090909090909090909091, 
01/02/2005, Up, Up, , 10496.085454545454545454545455, 
02/02/2005, Up, Up, , 10537.211818181818181818181818, 
03/02/2005, Up, Up, , 10578.338181818181818181818182, 
04/02/2005, Up, Up, , 10619.464545454545454545454545, 
05/02/2005, Up, Up, , 10660.590909090909090909090909, 
06/02/2005, Up, Up, , 10701.717272727272727272727273, 
07/02/2005, Up, Up, , 10742.843636363636363636363636, 
08/02/2005, Up, Up, 10783.97, 10783.97, 11
09/02/2005, Down, Up, 10621.84, 10621.84, 1
10/02/2005, Down, Up, , 10660.117142857142857142857143, 
11/02/2005, Up, Up, , 10698.394285714285714285714286, 
12/02/2005, Up, Up, , 10736.671428571428571428571429, 
13/02/2005, Up, Up, , 10774.948571428571428571428571, 
14/02/2005, Up, Up, , 10813.225714285714285714285714, 
15/02/2005, Up, Up, , 10851.502857142857142857142857, 
16/02/2005, Up, Up, 10889.78, 10889.78, 7
17/02/2005, Up, Up, , 10846.045714285714285714285714, 
18/02/2005, Down, Up, , 10802.311428571428571428571429, 
19/02/2005, Down, Up, , 10758.577142857142857142857143, 
20/02/2005, Down, Up, , 10714.842857142857142857142857, 
21/02/2005, Down, Up, , 10671.108571428571428571428571, 
22/02/2005, Down, Down, , 10627.374285714285714285714286, 
23/02/2005, Down, Down, 10583.64, 10583.64, 7
24/02/2005, Down, Down, , 10620.599166666666666666666667, 
25/02/2005, Up, Down, , 10657.558333333333333333333333, 
26/02/2005, Up, Down, , 10694.517500000000000000000000, 
27/02/2005, Up, Down, , 10731.476666666666666666666667, 
28/02/2005, Up, Down, , 10768.435833333333333333333333, 
01/03/2005, Up, Down, , 10805.395000000000000000000000, 
02/03/2005, Up, Up, , 10842.354166666666666666666667, 
03/03/2005, Up, Up, , 10879.313333333333333333333333, 
04/03/2005, Up, Up, , 10916.272500000000000000000000, 
05/03/2005, Up, Up, , 10953.231666666666666666666667, 
06/03/2005, Up, Up, , 10990.190833333333333333333333, 
07/03/2005, Up, Up, 11027.15, 11027.15, 12
08/03/2005, Up, Up, , 11001.453214285714285714285714, 
09/03/2005, Down, Up, , 10975.756428571428571428571429, 
10/03/2005, Down, Up, , 10950.059642857142857142857143, 
11/03/2005, Down, Up, , 10924.362857142857142857142857, 
12/03/2005, Down, Up, , 10898.666071428571428571428571, 
13/03/2005, Down, Up, , 10872.969285714285714285714286, 
14/03/2005, Down, Up, , 10847.272500000000000000000000, 
15/03/2005, Down, Up, , 10821.575714285714285714285714, 
16/03/2005, Down, Down, , 10795.878928571428571428571429, 
17/03/2005, Down, Down, , 10770.182142857142857142857143, 
18/03/2005, Down, Down, , 10744.485357142857142857142857, 
19/03/2005, Down, Down, , 10718.788571428571428571428571, 
20/03/2005, Down, Down, , 10693.091785714285714285714286, 
21/03/2005, Down, Down, , 10667.395000000000000000000000, 
22/03/2005, Down, Down, , 10641.698214285714285714285714, 
23/03/2005, Down, Down, , 10616.001428571428571428571429, 
24/03/2005, Down, Down, , 10590.304642857142857142857143, 
25/03/2005, Down, Down, , 10564.607857142857142857142857, 
26/03/2005, Down, Down, , 10538.911071428571428571428571, 
27/03/2005, Down, Down, , 10513.214285714285714285714286, 
28/03/2005, Down, Down, , 10487.517500000000000000000000, 
29/03/2005, Down, Down, , 10461.820714285714285714285714, 
30/03/2005, Down, Down, , 10436.123928571428571428571429, 
31/03/2005, Down, Down, , 10410.427142857142857142857143, 
01/04/2005, Down, Down, , 10384.730357142857142857142857, 
02/04/2005, Down, Down, , 10359.033571428571428571428571, 
03/04/2005, Down, Down, , 10333.336785714285714285714286, 
04/04/2005, Down, Down, 10307.64, 10307.64, 28
05/04/2005, Down, Down, , 10401.756666666666666666666667, 
06/04/2005, Up, Down, , 10495.873333333333333333333333, 
07/04/2005, Up, Down, 10589.99, 10589.99, 3
08/04/2005, Up, Down, , 10532.856363636363636363636364, 
09/04/2005, Up, Down, , 10475.722727272727272727272727, 
10/04/2005, Up, Down, , 10418.589090909090909090909091, 
11/04/2005, Up, Down, , 10361.455454545454545454545455, 
12/04/2005, Up, Down, , 10304.321818181818181818181818, 
13/04/2005, Up, Down, , 10247.188181818181818181818182, 
14/04/2005, Up, Down, , 10190.054545454545454545454545, 
15/04/2005, Down, Down, , 10132.920909090909090909090909, 
16/04/2005, Down, Down, , 10075.787272727272727272727273, 
17/04/2005, Down, Down, , 10018.653636363636363636363636, 
18/04/2005, Down, Down, 9961.52, 9961.52, 11
19/04/2005, Down, Down, , 10010.712857142857142857142857, 
20/04/2005, Down, Down, , 10059.905714285714285714285714, 
21/04/2005, Down, Down, , 10109.098571428571428571428571, 
22/04/2005, Up, Down, , 10158.291428571428571428571429, 
23/04/2005, Up, Down, , 10207.484285714285714285714286, 
24/04/2005, Up, Down, , 10256.677142857142857142857143, 
25/04/2005, Up, Down, 10305.87, 10305.87, 7
26/04/2005, Up, Down, , 10234.71, 
27/04/2005, Down, Down, , 10163.55, 
28/04/2005, Down, Down, , 10092.39, 
29/04/2005, Down, Down, 10021.23, 10021.23, 4
30/04/2005, Down, Down, , 10083.111428571428571428571429, 
01/05/2005, Down, Down, , 10144.992857142857142857142857, 
02/05/2005, Down, Down, , 10206.874285714285714285714286, 
03/05/2005, Up, Up, , 10268.755714285714285714285714, 
04/05/2005, Up, Up, , 10330.637142857142857142857143, 
05/05/2005, Up, Up, , 10392.518571428571428571428571, 
06/05/2005, Up, Up, 10454.4, 10454.4, 7
07/05/2005, Up, Up, , 10398.451428571428571428571429, 
08/05/2005, Up, Up, , 10342.502857142857142857142857, 
09/05/2005, Up, Up, , 10286.554285714285714285714286, 
10/05/2005, Down, Up, , 10230.605714285714285714285714, 
11/05/2005, Down, Up, , 10174.657142857142857142857143, 
12/05/2005, Down, Up, , 10118.708571428571428571428571, 
13/05/2005, Down, Up, 10062.76, 10062.76, 7
14/05/2005, Down, Up, , 10115.476, 
15/05/2005, Down, Up, , 10168.192, 
16/05/2005, Down, Up, , 10220.908, 
17/05/2005, Up, Up, , 10273.624, 
18/05/2005, Up, Up, , 10326.340, 
19/05/2005, Up, Up, , 10379.056, 
