Date, Minor Trend, Major Trend, Pivot Price, Interpolated Pivot Price
30/08/1998, Down, Down, , 7768.6171428571428571428571428, 
31/08/1998, Down, Down, , 7574.1585714285714285714285714, 
01/09/1998, Down, Down, 7379.7, 7379.7, 7
02/09/1998, Down, Down, , 7431.6733333333333333333333333, 
03/09/1998, Down, Down, , 7483.6466666666666666666666667, 
04/09/1998, Down, Down, , 7535.6200000000000000000000000, 
05/09/1998, Down, Down, , 7587.5933333333333333333333333, 
06/09/1998, Down, Down, , 7639.5666666666666666666666667, 
07/09/1998, Down, Down, , 7691.5400000000000000000000000, 
08/09/1998, Down, Down, , 7743.5133333333333333333333333, 
09/09/1998, Down, Down, , 7795.4866666666666666666666667, 
10/09/1998, Down, Down, , 7847.4600000000000000000000000, 
11/09/1998, Down, Down, , 7899.4333333333333333333333333, 
12/09/1998, Down, Down, , 7951.406666666666666666666667, 
13/09/1998, Down, Down, , 8003.380000000000000000000000, 
14/09/1998, Up, Down, , 8055.353333333333333333333333, 
15/09/1998, Up, Down, , 8107.326666666666666666666667, 
16/09/1998, Up, Down, 8159.3, 8159.3, 15
17/09/1998, Up, Down, , 8058.168, 
18/09/1998, Up, Down, , 7957.036, 
19/09/1998, Up, Down, , 7855.904, 
20/09/1998, Up, Down, , 7754.772, 
21/09/1998, Down, Down, 7653.64, 7653.64, 5
22/09/1998, Down, Down, , 7728.65875, 
23/09/1998, Up, Up, , 7803.67750, 
24/09/1998, Up, Up, , 7878.69625, 
25/09/1998, Up, Up, , 7953.71500, 
26/09/1998, Up, Up, , 8028.73375, 
27/09/1998, Up, Up, , 8103.75250, 
28/09/1998, Up, Up, , 8178.77125, 
29/09/1998, Up, Up, 8253.79, 8253.79, 8
30/09/1998, Down, Up, , 8001.473333333333333333333333, 
01/10/1998, Down, Down, , 7749.1566666666666666666666667, 
02/10/1998, Down, Down, 7496.84, 7496.84, 3
03/10/1998, Down, Down, , 7610.5125, 
04/10/1998, Down, Down, , 7724.1850, 
05/10/1998, Down, Down, , 7837.8575, 
06/10/1998, Up, Down, 7951.53, 7951.53, 4
07/10/1998, Up, Down, , 7675.655, 
08/10/1998, Down, Down, 7399.78, 7399.78, 2
09/10/1998, Down, Down, , 7509.2666666666666666666666667, 
10/10/1998, Down, Down, , 7618.7533333333333333333333333, 
11/10/1998, Down, Down, , 7728.2400000000000000000000000, 
12/10/1998, Up, Up, , 7837.7266666666666666666666667, 
13/10/1998, Up, Up, , 7947.213333333333333333333333, 
14/10/1998, Up, Up, , 8056.700000000000000000000000, 
15/10/1998, Up, Up, , 8166.186666666666666666666667, 
16/10/1998, Up, Up, , 8275.673333333333333333333333, 
17/10/1998, Up, Up, , 8385.160000000000000000000000, 
18/10/1998, Up, Up, , 8494.646666666666666666666667, 
19/10/1998, Up, Up, , 8604.133333333333333333333333, 
20/10/1998, Up, Up, 8713.62, 8713.62, 12
21/10/1998, Up, Up, , 8658.36125, 
22/10/1998, Down, Up, , 8603.10250, 
23/10/1998, Down, Up, , 8547.84375, 
24/10/1998, Down, Up, , 8492.58500, 
25/10/1998, Down, Up, , 8437.32625, 
26/10/1998, Down, Up, , 8382.06750, 
27/10/1998, Down, Up, , 8326.80875, 
28/10/1998, Down, Up, 8271.55, 8271.55, 8
29/10/1998, Down, Up, , 8357.20, 
30/10/1998, Up, Up, , 8442.85, 
31/10/1998, Up, Up, , 8528.50, 
01/11/1998, Up, Up, , 8614.15, 
02/11/1998, Up, Up, , 8699.80, 
03/11/1998, Up, Up, , 8785.45, 
04/11/1998, Up, Up, , 8871.10, 
05/11/1998, Up, Up, , 8956.75, 
06/11/1998, Up, Up, 9042.4, 9042.4, 9
07/11/1998, Up, Up, , 8990.95, 
08/11/1998, Up, Up, , 8939.50, 
09/11/1998, Up, Up, , 8888.05, 
10/11/1998, Down, Up, , 8836.60, 
11/11/1998, Down, Up, , 8785.15, 
12/11/1998, Down, Up, 8733.7, 8733.7, 6
13/11/1998, Down, Up, , 8794.054166666666666666666667, 
14/11/1998, Down, Up, , 8854.408333333333333333333333, 
15/11/1998, Down, Up, , 8914.762500000000000000000000, 
16/11/1998, Up, Up, , 8975.116666666666666666666667, 
17/11/1998, Up, Up, , 9035.470833333333333333333333, 
18/11/1998, Up, Up, , 9095.825000000000000000000000, 
19/11/1998, Up, Up, , 9156.179166666666666666666667, 
20/11/1998, Up, Up, , 9216.533333333333333333333333, 
21/11/1998, Up, Up, , 9276.887500000000000000000000, 
22/11/1998, Up, Up, , 9337.241666666666666666666667, 
23/11/1998, Up, Up, , 9397.595833333333333333333333, 
24/11/1998, Up, Up, 9457.95, 9457.95, 12
25/11/1998, Up, Up, , 9415.584, 
26/11/1998, Up, Up, , 9373.218, 
27/11/1998, Up, Up, , 9330.852, 
28/11/1998, Up, Up, , 9288.486, 
29/11/1998, Up, Up, , 9246.120, 
30/11/1998, Up, Up, , 9203.754, 
01/12/1998, Down, Up, , 9161.388, 
02/12/1998, Down, Up, , 9119.022, 
03/12/1998, Down, Up, , 9076.656, 
04/12/1998, Down, Up, , 9034.290, 
05/12/1998, Down, Up, , 8991.924, 
06/12/1998, Down, Up, , 8949.558, 
07/12/1998, Down, Up, , 8907.192, 
08/12/1998, Down, Up, , 8864.826, 
09/12/1998, Down, Up, , 8822.460, 
10/12/1998, Down, Up, , 8780.094, 
11/12/1998, Down, Down, , 8737.728, 
12/12/1998, Down, Down, , 8695.362, 
13/12/1998, Down, Down, , 8652.996, 
14/12/1998, Down, Down, 8610.63, 8610.63, 20
15/12/1998, Down, Down, , 8656.5824, 
16/12/1998, Up, Down, , 8702.5348, 
17/12/1998, Up, Down, , 8748.4872, 
18/12/1998, Up, Down, , 8794.4396, 
19/12/1998, Up, Down, , 8840.3920, 
20/12/1998, Up, Down, , 8886.3444, 
21/12/1998, Up, Down, , 8932.2968, 
22/12/1998, Up, Down, , 8978.2492, 
23/12/1998, Up, Down, , 9024.2016, 
24/12/1998, Up, Down, , 9070.1540, 
25/12/1998, Up, Down, , 9116.1064, 
26/12/1998, Up, Down, , 9162.0588, 
27/12/1998, Up, Down, , 9208.0112, 
28/12/1998, Up, Down, , 9253.9636, 
29/12/1998, Up, Down, , 9299.9160, 
30/12/1998, Up, Down, , 9345.8684, 
31/12/1998, Up, Down, , 9391.8208, 
01/01/1999, Up, Down, , 9437.7732, 
02/01/1999, Up, Down, , 9483.7256, 
03/01/1999, Up, Down, , 9529.6780, 
04/01/1999, Up, Down, , 9575.6304, 
05/01/1999, Up, Down, , 9621.5828, 
06/01/1999, Up, Up, , 9667.5352, 
07/01/1999, Up, Up, , 9713.4876, 
08/01/1999, Up, Up, 9759.44, 9759.44, 25
09/01/1999, Up, Up, , 9641.606666666666666666666667, 
10/01/1999, Up, Up, , 9523.773333333333333333333333, 
11/01/1999, Up, Up, , 9405.940000000000000000000000, 
12/01/1999, Down, Up, , 9288.106666666666666666666667, 
13/01/1999, Down, Up, , 9170.273333333333333333333333, 
14/01/1999, Down, Up, 9052.44, 9052.44, 6
15/01/1999, Down, Up, , 9136.201666666666666666666667, 
16/01/1999, Down, Up, , 9219.963333333333333333333333, 
17/01/1999, Down, Up, , 9303.725000000000000000000000, 
18/01/1999, Down, Up, , 9387.486666666666666666666667, 
19/01/1999, Up, Up, , 9471.248333333333333333333333, 
20/01/1999, Up, Up, 9555.01, 9555.01, 6
21/01/1999, Up, Up, , 9442.86, 
22/01/1999, Down, Down, , 9330.71, 
23/01/1999, Down, Down, , 9218.56, 
24/01/1999, Down, Down, , 9106.41, 
25/01/1999, Down, Down, 8994.26, 8994.26, 5
26/01/1999, Down, Down, , 9068.372857142857142857142857, 
27/01/1999, Up, Down, , 9142.485714285714285714285714, 
28/01/1999, Up, Down, , 9216.598571428571428571428571, 
29/01/1999, Up, Down, , 9290.711428571428571428571429, 
30/01/1999, Up, Down, , 9364.824285714285714285714286, 
31/01/1999, Up, Down, , 9438.937142857142857142857143, 
01/02/1999, Up, Down, 9513.05, 9513.05, 7
02/02/1999, Up, Down, , 9458.867777777777777777777778, 
03/02/1999, Up, Down, , 9404.685555555555555555555556, 
04/02/1999, Up, Down, , 9350.503333333333333333333333, 
05/02/1999, Up, Down, , 9296.321111111111111111111111, 
06/02/1999, Up, Down, , 9242.138888888888888888888889, 
07/02/1999, Up, Down, , 9187.956666666666666666666667, 
08/02/1999, Up, Down, , 9133.774444444444444444444444, 
09/02/1999, Up, Down, , 9079.592222222222222222222222, 
10/02/1999, Down, Down, 9025.41, 9025.41, 9
11/02/1999, Down, Down, , 9070.935714285714285714285714, 
12/02/1999, Up, Down, , 9116.461428571428571428571429, 
13/02/1999, Up, Down, , 9161.987142857142857142857143, 
14/02/1999, Up, Down, , 9207.512857142857142857142857, 
15/02/1999, Up, Down, , 9253.038571428571428571428571, 
16/02/1999, Up, Down, , 9298.564285714285714285714286, 
17/02/1999, Up, Down, , 9344.090000000000000000000000, 
18/02/1999, Up, Down, , 9389.615714285714285714285714, 
19/02/1999, Up, Down, , 9435.141428571428571428571429, 
20/02/1999, Up, Down, , 9480.667142857142857142857143, 
21/02/1999, Up, Down, , 9526.192857142857142857142857, 
22/02/1999, Up, Up, , 9571.718571428571428571428571, 
23/02/1999, Up, Up, , 9617.244285714285714285714286, 
24/02/1999, Up, Up, 9662.77, 9662.77, 14
25/02/1999, Down, Up, , 9591.432857142857142857142857, 
26/02/1999, Down, Up, , 9520.095714285714285714285714, 
27/02/1999, Down, Up, , 9448.758571428571428571428571, 
28/02/1999, Down, Up, , 9377.421428571428571428571429, 
01/03/1999, Down, Up, , 9306.084285714285714285714286, 
02/03/1999, Down, Up, , 9234.747142857142857142857143, 
03/03/1999, Down, Up, 9163.41, 9163.41, 7
04/03/1999, Down, Up, , 9225.6075, 
05/03/1999, Up, Up, , 9287.8050, 
06/03/1999, Up, Up, , 9350.0025, 
07/03/1999, Up, Up, , 9412.2000, 
08/03/1999, Up, Up, , 9474.3975, 
09/03/1999, Up, Up, , 9536.5950, 
10/03/1999, Up, Up, , 9598.7925, 
11/03/1999, Up, Up, , 9660.9900, 
12/03/1999, Up, Up, , 9723.1875, 
13/03/1999, Up, Up, , 9785.3850, 
14/03/1999, Up, Up, , 9847.5825, 
15/03/1999, Up, Up, , 9909.7800, 
16/03/1999, Up, Up, , 9971.9775, 
17/03/1999, Up, Up, , 10034.1750, 
18/03/1999, Up, Up, , 10096.3725, 
19/03/1999, Up, Up, 10158.57, 10158.57, 16
20/03/1999, Up, Up, , 10036.302, 
21/03/1999, Up, Up, , 9914.034, 
22/03/1999, Up, Up, , 9791.766, 
23/03/1999, Down, Up, , 9669.498, 
24/03/1999, Down, Up, 9547.23, 9547.23, 5
25/03/1999, Down, Up, , 9655.68, 
26/03/1999, Up, Up, , 9764.13, 
27/03/1999, Up, Up, , 9872.58, 
28/03/1999, Up, Up, , 9981.03, 
29/03/1999, Up, Up, 10089.48, 10089.48, 5
30/03/1999, Up, Up, , 9962.29, 
31/03/1999, Down, Up, , 9835.10, 
01/04/1999, Down, Up, 9707.91, 9707.91, 3
02/04/1999, Down, Up, , 9773.012777777777777777777778, 
03/04/1999, Down, Up, , 9838.115555555555555555555556, 
04/04/1999, Down, Up, , 9903.218333333333333333333333, 
05/04/1999, Down, Up, , 9968.321111111111111111111111, 
06/04/1999, Up, Up, , 10033.423888888888888888888889, 
07/04/1999, Up, Up, , 10098.526666666666666666666667, 
08/04/1999, Up, Up, , 10163.629444444444444444444444, 
09/04/1999, Up, Up, , 10228.732222222222222222222222, 
10/04/1999, Up, Up, , 10293.835000000000000000000000, 
11/04/1999, Up, Up, , 10358.937777777777777777777778, 
12/04/1999, Up, Up, , 10424.040555555555555555555556, 
13/04/1999, Up, Up, , 10489.143333333333333333333333, 
14/04/1999, Up, Up, , 10554.246111111111111111111111, 
15/04/1999, Up, Up, , 10619.348888888888888888888889, 
16/04/1999, Up, Up, , 10684.451666666666666666666667, 
17/04/1999, Up, Up, , 10749.554444444444444444444444, 
18/04/1999, Up, Up, , 10814.657222222222222222222222, 
19/04/1999, Up, Up, 10879.76, 10879.76, 18
20/04/1999, Down, Up, 10212.87, 10212.87, 1
21/04/1999, Down, Up, , 10257.717391304347826086956522, 
22/04/1999, Up, Up, , 10302.564782608695652173913043, 
23/04/1999, Up, Up, , 10347.412173913043478260869565, 
24/04/1999, Up, Up, , 10392.259565217391304347826087, 
25/04/1999, Up, Up, , 10437.106956521739130434782609, 
26/04/1999, Up, Up, , 10481.954347826086956521739130, 
27/04/1999, Up, Up, , 10526.801739130434782608695652, 
28/04/1999, Up, Up, , 10571.649130434782608695652174, 
29/04/1999, Up, Up, , 10616.496521739130434782608696, 
30/04/1999, Up, Up, , 10661.343913043478260869565217, 
01/05/1999, Up, Up, , 10706.191304347826086956521739, 
02/05/1999, Up, Up, , 10751.038695652173913043478261, 
03/05/1999, Up, Up, , 10795.886086956521739130434783, 
04/05/1999, Up, Up, , 10840.733478260869565217391304, 
05/05/1999, Up, Up, , 10885.580869565217391304347826, 
06/05/1999, Up, Up, , 10930.428260869565217391304348, 
07/05/1999, Up, Up, , 10975.275652173913043478260870, 
08/05/1999, Up, Up, , 11020.123043478260869565217391, 
09/05/1999, Up, Up, , 11064.970434782608695652173913, 
10/05/1999, Up, Up, , 11109.817826086956521739130435, 
11/05/1999, Up, Up, , 11154.665217391304347826086956, 
12/05/1999, Up, Up, , 11199.512608695652173913043478, 
13/05/1999, Up, Up, 11244.36, 11244.36, 23
14/05/1999, Up, Up, , 11196.468421052631578947368421, 
15/05/1999, Up, Up, , 11148.576842105263157894736842, 
16/05/1999, Up, Up, , 11100.685263157894736842105263, 
17/05/1999, Down, Up, , 11052.793684210526315789473684, 
18/05/1999, Down, Up, , 11004.902105263157894736842105, 
19/05/1999, Down, Up, , 10957.010526315789473684210526, 
20/05/1999, Down, Up, , 10909.118947368421052631578947, 
21/05/1999, Down, Up, , 10861.227368421052631578947368, 
22/05/1999, Down, Up, , 10813.335789473684210526315789, 
23/05/1999, Down, Up, , 10765.444210526315789473684211, 
24/05/1999, Down, Up, , 10717.552631578947368421052632, 
25/05/1999, Down, Up, , 10669.661052631578947368421053, 
26/05/1999, Down, Up, , 10621.769473684210526315789474, 
27/05/1999, Down, Up, , 10573.877894736842105263157895, 
28/05/1999, Down, Up, , 10525.986315789473684210526316, 
29/05/1999, Down, Up, , 10478.094736842105263157894737, 
30/05/1999, Down, Up, , 10430.203157894736842105263158, 
31/05/1999, Down, Up, , 10382.311578947368421052631579, 
01/06/1999, Down, Up, 10334.42, 10334.42, 19
02/06/1999, Down, Up, , 10448.083333333333333333333333, 
03/06/1999, Down, Up, , 10561.746666666666666666666667, 
04/06/1999, Up, Up, , 10675.410000000000000000000000, 
05/06/1999, Up, Up, , 10789.073333333333333333333333, 
06/06/1999, Up, Up, , 10902.736666666666666666666667, 
07/06/1999, Up, Up, 11016.4, 11016.4, 6
08/06/1999, Up, Up, , 10859.045, 
09/06/1999, Down, Up, , 10701.690, 
10/06/1999, Down, Up, , 10544.335, 
11/06/1999, Down, Up, 10386.98, 10386.98, 4
12/06/1999, Down, Up, , 10471.424285714285714285714286, 
13/06/1999, Down, Up, , 10555.868571428571428571428571, 
14/06/1999, Down, Up, , 10640.312857142857142857142857, 
15/06/1999, Down, Up, , 10724.757142857142857142857143, 
16/06/1999, Up, Up, , 10809.201428571428571428571429, 
17/06/1999, Up, Up, , 10893.645714285714285714285714, 
18/06/1999, Up, Up, 10978.09, 10978.09, 7
19/06/1999, Up, Up, , 10882.42, 
20/06/1999, Up, Up, , 10786.75, 
21/06/1999, Up, Up, , 10691.08, 
22/06/1999, Down, Up, , 10595.41, 
23/06/1999, Down, Up, , 10499.74, 
24/06/1999, Down, Up, 10404.07, 10404.07, 6
25/06/1999, Down, Up, , 10440.7716, 
26/06/1999, Down, Up, , 10477.4732, 
27/06/1999, Down, Up, , 10514.1748, 
28/06/1999, Down, Up, , 10550.8764, 
29/06/1999, Up, Up, , 10587.5780, 
30/06/1999, Up, Up, , 10624.2796, 
01/07/1999, Up, Up, , 10660.9812, 
02/07/1999, Up, Up, , 10697.6828, 
03/07/1999, Up, Up, , 10734.3844, 
04/07/1999, Up, Up, , 10771.0860, 
05/07/1999, Up, Up, , 10807.7876, 
06/07/1999, Up, Up, , 10844.4892, 
07/07/1999, Up, Up, , 10881.1908, 
08/07/1999, Up, Up, , 10917.8924, 
09/07/1999, Up, Up, , 10954.5940, 
10/07/1999, Up, Up, , 10991.2956, 
11/07/1999, Up, Up, , 11027.9972, 
12/07/1999, Up, Up, , 11064.6988, 
13/07/1999, Up, Up, , 11101.4004, 
14/07/1999, Up, Up, , 11138.1020, 
15/07/1999, Up, Up, , 11174.8036, 
16/07/1999, Up, Up, , 11211.5052, 
17/07/1999, Up, Up, , 11248.2068, 
18/07/1999, Up, Up, , 11284.9084, 
19/07/1999, Up, Up, 11321.61, 11321.61, 25
20/07/1999, Up, Up, , 11239.788571428571428571428571, 
21/07/1999, Down, Up, , 11157.967142857142857142857143, 
22/07/1999, Down, Up, , 11076.145714285714285714285714, 
23/07/1999, Down, Up, , 10994.324285714285714285714286, 
24/07/1999, Down, Up, , 10912.502857142857142857142857, 
25/07/1999, Down, Up, , 10830.681428571428571428571429, 
26/07/1999, Down, Up, 10748.86, 10748.86, 7
27/07/1999, Down, Up, , 10919.67, 
28/07/1999, Up, Up, 11090.48, 11090.48, 2
29/07/1999, Up, Up, , 11044.084615384615384615384615, 
30/07/1999, Down, Down, , 10997.689230769230769230769231, 
31/07/1999, Down, Down, , 10951.293846153846153846153846, 
01/08/1999, Down, Down, , 10904.898461538461538461538462, 
02/08/1999, Down, Down, , 10858.503076923076923076923077, 
03/08/1999, Down, Down, , 10812.107692307692307692307692, 
04/08/1999, Down, Down, , 10765.712307692307692307692308, 
05/08/1999, Down, Down, , 10719.316923076923076923076923, 
06/08/1999, Down, Down, , 10672.921538461538461538461538, 
07/08/1999, Down, Down, , 10626.526153846153846153846154, 
08/08/1999, Down, Down, , 10580.130769230769230769230769, 
09/08/1999, Down, Down, , 10533.735384615384615384615385, 
10/08/1999, Down, Down, 10487.34, 10487.34, 13
11/08/1999, Down, Down, , 10586.302857142857142857142857, 
12/08/1999, Up, Down, , 10685.265714285714285714285714, 
13/08/1999, Up, Down, , 10784.228571428571428571428571, 
14/08/1999, Up, Down, , 10883.191428571428571428571429, 
15/08/1999, Up, Down, , 10982.154285714285714285714286, 
16/08/1999, Up, Up, , 11081.117142857142857142857143, 
17/08/1999, Up, Up, 11180.08, 11180.08, 7
18/08/1999, Up, Up, , 10994.865, 
19/08/1999, Down, Up, 10809.65, 10809.65, 2
20/08/1999, Down, Up, , 10912.865, 
21/08/1999, Down, Up, , 11016.080, 
22/08/1999, Down, Up, , 11119.295, 
23/08/1999, Up, Up, , 11222.510, 
24/08/1999, Up, Up, , 11325.725, 
25/08/1999, Up, Up, 11428.94, 11428.94, 6
26/08/1999, Up, Up, , 11334.03625, 
27/08/1999, Up, Up, , 11239.13250, 
28/08/1999, Up, Up, , 11144.22875, 
29/08/1999, Up, Up, , 11049.32500, 
30/08/1999, Down, Up, , 10954.42125, 
31/08/1999, Down, Down, , 10859.51750, 
01/09/1999, Down, Down, , 10764.61375, 
02/09/1999, Down, Down, 10669.71, 10669.71, 8
03/09/1999, Down, Down, , 10738.295, 
04/09/1999, Down, Down, , 10806.880, 
05/09/1999, Down, Down, , 10875.465, 
06/09/1999, Down, Down, , 10944.050, 
07/09/1999, Down, Down, , 11012.635, 
08/09/1999, Down, Down, , 11081.220, 
09/09/1999, Down, Down, , 11149.805, 
10/09/1999, Up, Down, 11218.39, 11218.39, 8
11/09/1999, Up, Down, , 11153.766666666666666666666667, 
12/09/1999, Up, Down, , 11089.143333333333333333333333, 
13/09/1999, Up, Down, , 11024.520000000000000000000000, 
14/09/1999, Down, Down, , 10959.896666666666666666666667, 
15/09/1999, Down, Down, , 10895.273333333333333333333333, 
16/09/1999, Down, Down, , 10830.650000000000000000000000, 
17/09/1999, Down, Down, , 10766.026666666666666666666667, 
18/09/1999, Down, Down, , 10701.403333333333333333333333, 
19/09/1999, Down, Down, , 10636.780000000000000000000000, 
20/09/1999, Down, Down, , 10572.156666666666666666666667, 
21/09/1999, Down, Down, , 10507.533333333333333333333333, 
22/09/1999, Down, Down, , 10442.910000000000000000000000, 
23/09/1999, Down, Down, , 10378.286666666666666666666667, 
24/09/1999, Down, Down, , 10313.663333333333333333333333, 
25/09/1999, Down, Down, , 10249.040000000000000000000000, 
26/09/1999, Down, Down, , 10184.416666666666666666666667, 
27/09/1999, Down, Down, , 10119.793333333333333333333333, 
28/09/1999, Down, Down, 10055.17, 10055.17, 18
29/09/1999, Down, Down, , 10111.015384615384615384615385, 
30/09/1999, Up, Down, , 10166.860769230769230769230769, 
01/10/1999, Up, Down, , 10222.706153846153846153846154, 
02/10/1999, Up, Down, , 10278.551538461538461538461538, 
03/10/1999, Up, Down, , 10334.396923076923076923076923, 
04/10/1999, Up, Down, , 10390.242307692307692307692308, 
05/10/1999, Up, Down, , 10446.087692307692307692307692, 
06/10/1999, Up, Down, , 10501.933076923076923076923077, 
07/10/1999, Up, Down, , 10557.778461538461538461538462, 
08/10/1999, Up, Down, , 10613.623846153846153846153846, 
09/10/1999, Up, Down, , 10669.469230769230769230769231, 
10/10/1999, Up, Down, , 10725.314615384615384615384615, 
11/10/1999, Up, Down, 10781.16, 10781.16, 13
12/10/1999, Up, Down, , 10653.022857142857142857142857, 
13/10/1999, Down, Down, , 10524.885714285714285714285714, 
14/10/1999, Down, Down, , 10396.748571428571428571428571, 
15/10/1999, Down, Down, , 10268.611428571428571428571429, 
16/10/1999, Down, Down, , 10140.474285714285714285714286, 
17/10/1999, Down, Down, , 10012.337142857142857142857143, 
18/10/1999, Down, Down, 9884.2, 9884.2, 7
19/10/1999, Down, Down, , 10058.5725, 
20/10/1999, Up, Down, , 10232.9450, 
21/10/1999, Up, Down, , 10407.3175, 
22/10/1999, Up, Down, 10581.69, 10581.69, 4
23/10/1999, Up, Down, , 10499.816, 
24/10/1999, Up, Down, , 10417.942, 
25/10/1999, Up, Down, , 10336.068, 
26/10/1999, Down, Down, , 10254.194, 
27/10/1999, Down, Down, 10172.32, 10172.32, 5
28/10/1999, Down, Down, , 10527.71, 
29/10/1999, Up, Up, 10883.1, 10883.1, 2
30/10/1999, Up, Up, , 10803.58, 
31/10/1999, Up, Up, , 10724.06, 
01/11/1999, Up, Up, , 10644.54, 
02/11/1999, Down, Up, , 10565.02, 
03/11/1999, Down, Up, 10485.5, 10485.5, 5
04/11/1999, Down, Up, , 10685.515, 
05/11/1999, Up, Up, 10885.53, 10885.53, 2
06/11/1999, Up, Up, , 10798.308, 
07/11/1999, Up, Up, , 10711.086, 
08/11/1999, Up, Up, , 10623.864, 
09/11/1999, Down, Up, , 10536.642, 
10/11/1999, Down, Down, 10449.42, 10449.42, 5
11/11/1999, Down, Down, , 10491.771304347826086956521739, 
12/11/1999, Up, Down, , 10534.122608695652173913043478, 
13/11/1999, Up, Down, , 10576.473913043478260869565217, 
14/11/1999, Up, Down, , 10618.825217391304347826086957, 
15/11/1999, Up, Up, , 10661.176521739130434782608696, 
16/11/1999, Up, Up, , 10703.527826086956521739130435, 
17/11/1999, Up, Up, , 10745.879130434782608695652174, 
18/11/1999, Up, Up, , 10788.230434782608695652173913, 
19/11/1999, Up, Up, , 10830.581739130434782608695652, 
20/11/1999, Up, Up, , 10872.933043478260869565217391, 
21/11/1999, Up, Up, , 10915.284347826086956521739130, 
22/11/1999, Up, Up, , 10957.635652173913043478260870, 
23/11/1999, Up, Up, , 10999.986956521739130434782609, 
24/11/1999, Up, Up, , 11042.338260869565217391304348, 
25/11/1999, Up, Up, , 11084.689565217391304347826087, 
26/11/1999, Up, Up, , 11127.040869565217391304347826, 
27/11/1999, Up, Up, , 11169.392173913043478260869565, 
28/11/1999, Up, Up, , 11211.743478260869565217391304, 
29/11/1999, Up, Up, , 11254.094782608695652173913044, 
30/11/1999, Up, Up, , 11296.446086956521739130434783, 
01/12/1999, Up, Up, , 11338.797391304347826086956522, 
02/12/1999, Up, Up, , 11381.148695652173913043478261, 
03/12/1999, Up, Up, 11423.5, 11423.5, 23
04/12/1999, Up, Up, , 11330.282, 
05/12/1999, Up, Up, , 11237.064, 
06/12/1999, Up, Up, , 11143.846, 
07/12/1999, Up, Up, , 11050.628, 
08/12/1999, Down, Up, 10957.41, 10957.41, 5
09/12/1999, Down, Up, , 11017.386666666666666666666667, 
10/12/1999, Up, Up, , 11077.363333333333333333333333, 
11/12/1999, Up, Up, , 11137.340000000000000000000000, 
12/12/1999, Up, Up, , 11197.316666666666666666666667, 
13/12/1999, Up, Up, , 11257.293333333333333333333333, 
14/12/1999, Up, Up, , 11317.270000000000000000000000, 
15/12/1999, Up, Up, , 11377.246666666666666666666667, 
16/12/1999, Up, Up, , 11437.223333333333333333333333, 
17/12/1999, Up, Up, 11497.2, 11497.2, 9
18/12/1999, Up, Up, , 11366.3025, 
19/12/1999, Up, Up, , 11235.4050, 
20/12/1999, Up, Up, , 11104.5075, 
21/12/1999, Down, Up, 10973.61, 10973.61, 4
22/12/1999, Down, Up, , 11059.24375, 
23/12/1999, Up, Up, , 11144.87750, 
24/12/1999, Up, Up, , 11230.51125, 
25/12/1999, Up, Up, , 11316.14500, 
26/12/1999, Up, Up, , 11401.77875, 
27/12/1999, Up, Up, , 11487.41250, 
28/12/1999, Up, Up, , 11573.04625, 
29/12/1999, Up, Up, 11658.68, 11658.68, 8
30/12/1999, Up, Up, , 11544.962857142857142857142857, 
31/12/1999, Up, Up, , 11431.245714285714285714285714, 
01/01/2000, Up, Up, , 11317.528571428571428571428571, 
02/01/2000, Up, Up, , 11203.811428571428571428571429, 
03/01/2000, Up, Up, , 11090.094285714285714285714286, 
04/01/2000, Down, Down, , 10976.377142857142857142857143, 
05/01/2000, Down, Down, 10862.66, 10862.66, 7
06/01/2000, Down, Down, , 10978.864444444444444444444444, 
07/01/2000, Up, Down, , 11095.068888888888888888888889, 
08/01/2000, Up, Down, , 11211.273333333333333333333333, 
09/01/2000, Up, Down, , 11327.477777777777777777777778, 
10/01/2000, Up, Up, , 11443.682222222222222222222222, 
11/01/2000, Up, Up, , 11559.886666666666666666666667, 
12/01/2000, Up, Up, , 11676.091111111111111111111111, 
13/01/2000, Up, Up, , 11792.295555555555555555555556, 
14/01/2000, Up, Up, 11908.5, 11908.5, 9
15/01/2000, Up, Up, , 11832.142941176470588235294118, 
16/01/2000, Up, Up, , 11755.785882352941176470588235, 
17/01/2000, Up, Up, , 11679.428823529411764705882353, 
18/01/2000, Up, Up, , 11603.071764705882352941176471, 
19/01/2000, Down, Up, , 11526.714705882352941176470588, 
20/01/2000, Down, Up, , 11450.357647058823529411764706, 
21/01/2000, Down, Up, , 11374.000588235294117647058824, 
22/01/2000, Down, Up, , 11297.643529411764705882352941, 
23/01/2000, Down, Up, , 11221.286470588235294117647059, 
24/01/2000, Down, Down, , 11144.929411764705882352941176, 
25/01/2000, Down, Down, , 11068.572352941176470588235294, 
26/01/2000, Down, Down, , 10992.215294117647058823529412, 
27/01/2000, Down, Down, , 10915.858235294117647058823529, 
28/01/2000, Down, Down, , 10839.501176470588235294117647, 
29/01/2000, Down, Down, , 10763.144117647058823529411765, 
30/01/2000, Down, Down, , 10686.787058823529411764705882, 
31/01/2000, Down, Down, 10610.43, 10610.43, 17
01/02/2000, Down, Down, , 10919.435, 
02/02/2000, Up, Down, 11228.44, 11228.44, 2
03/02/2000, Up, Down, , 11125.404444444444444444444444, 
04/02/2000, Up, Down, , 11022.368888888888888888888889, 
05/02/2000, Up, Down, , 10919.333333333333333333333333, 
