Long Term Days, Short Term Days, ICAGR, Max. Draw Down, Bliss,  Sharpe Ratio
80,90,0.0100674400518743,29.2880916116658,0.0343738342031963,-2.32555158202486
80,95,0.0177587286173511,34.3208023735587,0.0517433375363997,-1.19420204444705
80,100,0.0181943266424681,29.498043477745,0.0616797743084043,-1.43851711299171
80,105,0.0185145238234353,29.3374980626855,0.0631087347117169,-1.4641079104121
100,5,0.0061763252953832,96.961289203274,0.00636988776256355,-0.263331624961409
100,10,0.0204082803165077,83.172708125485,0.0245372319556039,-0.345407127383089
100,15,0.0382950512669044,62.8352148964237,0.0609452061714585,-0.164900886307609
100,20,0.027958201168867,49.7336018411968,0.0562159186823825,-0.406998300268687
100,25,0.0232643755126612,48.263034864291,0.0482033000578547,-0.48960893836213
100,30,0.0304082332562115,36.2642506940753,0.0838518173523973,-0.520091096284332
100,35,0.0238895194947039,42.1761257582828,0.0566422805916743,-0.64026628726981
100,40,0.0319600793955323,39.6740497080991,0.0805566349557904,-0.463341420576006
100,45,0.0224685574069909,45.2251795017241,0.0496815217861863,-0.719648644247427
100,50,0.0275290352841762,32.0601124934541,0.0858669329054815,-0.727581551780689
100,55,0.0195224747144718,31.8382847908503,0.0613176081648787,-1.12871956467495
100,60,0.0174624563440297,34.0777810684694,0.0512429383501935,-1.2604038117205
100,65,0.0171568385947951,29.9489670563666,0.0572869126421104,-1.32281522032041
100,70,0.0160327487885456,26.100882782003,0.061426078659686,-2.12891604990622
100,75,0.0188003139790185,22.4715817772713,0.083662619593757,-1.97241276829906
100,80,0.0117994204060786,22.8365420308189,0.0516690328603812,-2.28907309472666
100,85,0.015034926761801,24.2307327681555,0.0620489974680428,-1.98924415779837
100,90,0.014072924922179,24.5300220789132,0.0573702089501035,-2.0258984532167
100,95,0.0178189773927264,30.9588956939246,0.0575568895250461,-1.38119638680097
100,100,0.0179926027094043,29.5604528595599,0.060867141633067,-1.44586085430655
100,105,0.0185145238234353,29.3374980626855,0.0631087347117169,-1.4641079104121
120,5,0.0115372846419829,96.5471045055402,0.0119499022793799,-0.236840599523472
120,10,0.0199248285284539,80.6350420908267,0.0247098879244222,-0.367310291722166
120,15,0.0394025055941213,60.3886780319591,0.0652481671701251,-0.153756766128313
120,20,0.0309808006413684,44.0708190039485,0.0702977646923073,-0.359211806127612
120,25,0.0271526347284347,41.9620689187335,0.0647075690691521,-0.430561078387095
120,30,0.0346061617640326,28.3745586728339,0.121961938379556,-0.435669523237365
120,35,0.0286862360994195,31.2477578196269,0.0918025423296179,-0.553615543822252
120,40,0.0373472107466661,30.8866864518635,0.120916857834107,-0.347393068410445
120,45,0.0275620943034898,36.8930431663765,0.074708107377299,-0.628710859956449
120,50,0.0326778392498717,31.0649249339189,0.105192075369195,-0.606885254388471
120,55,0.024356195558504,25.4798562265166,0.0955900038916105,-1.05690046262782
120,60,0.0228777568848659,28.224728848302,0.0810557189329463,-1.1851732811658
120,65,0.0223392462853218,25.5418091357671,0.0874614878162227,-1.26421565266905
120,70,0.0196834455194886,25.0465608404592,0.0785874182282655,-2.18613588806564
120,75,0.022716992035274,22.4715817772713,0.101092091604566,-2.01858674166598
120,80,0.0167049822648004,22.8365420308189,0.0731502266948134,-2.3105678903075
120,85,0.0191834262320061,22.6240350216532,0.0847922407017398,-2.05659494885664
120,90,0.0187009663794209,22.6629730048332,0.0825177101672964,-2.0873901555001
120,95,0.0230203423582253,29.0726248535027,0.0791821945016147,-1.28883928629377
120,100,0.0234627365798483,29.1971495760671,0.0803596820940381,-1.3453296767255
120,105,0.0227373737083243,29.3374980626855,0.077502770208084,-1.39065424540637
140,5,0.00394092201612941,96.7228795025972,0.00407444653880842,-0.281340061689239
140,10,0.0201188970116358,80.4792315293968,0.0249988681915867,-0.370909390803101
140,15,0.0393455857202204,57.9580161830625,0.0678863569034971,-0.157968391209321
140,20,0.0309011295796201,40.7747629250907,0.0757849399060641,-0.36994130476844
140,25,0.0258566375549388,40.1247094054139,0.0644406848998887,-0.458887632847958
140,30,0.0313005929215834,28.4105403600099,0.110172466010684,-0.528583403226646
140,35,0.0256573887832035,36.546278158668,0.0702052030354784,-0.636021253588672
140,40,0.0348344540141025,29.7983180007837,0.116900739206778,-0.420005987648623
140,45,0.0258708125297752,34.365849999274,0.0752805838654413,-0.683388563725531
140,50,0.0304530387914654,30.8751266772768,0.0986329193391714,-0.678821691575463
140,55,0.0234211184236173,25.0544260525369,0.0934809617051509,-1.0761770819017
140,60,0.0214996925078712,27.7298813718609,0.077532580177888,-1.21200916079567
140,65,0.0225039201318191,24.9019778464814,0.0903700110511455,-1.25408700645843
140,70,0.0212598594211869,24.4699560050511,0.0868814779102931,-2.17105582986499
140,75,0.0227886757290525,22.4715817772713,0.101411088702719,-2.01434299797243
140,80,0.0182279653308818,22.8365420308189,0.0798192883418266,-2.26990692945932
140,85,0.0187210980336167,22.6240350216532,0.0827487139924377,-2.11223247395525
140,90,0.018073143832641,22.6629730048332,0.079747453384808,-2.15075445713546
140,95,0.0227101143834812,29.0726248535027,0.0781151151570171,-1.32534094857163
140,100,0.022579080711193,29.1971495760671,0.0773331679257522,-1.40035330494094
140,105,0.0219162079744938,29.3374980626855,0.0747037389748279,-1.45028093633483
160,5,-0.00106084518623061,96.9582259450172,-0.00109412602787533,-0.315864938313501
160,10,0.0166391218063795,81.4596961798991,0.0204262016514682,-0.41715740780628
160,15,0.0370968640133208,59.0908595680617,0.0627793609442964,-0.192875553776475
160,20,0.0288221165408948,41.9751833801833,0.0686646590196957,-0.411620607317663
160,25,0.0234217517982882,42.7686315571843,0.0547638559979921,-0.507722224365464
160,30,0.0291988207841533,28.368251160734,0.10292781398019,-0.587257360297436
160,35,0.0239122994223471,39.5839614109135,0.0604090610692501,-0.681520949103103
160,40,0.0329470297442829,30.2426431839185,0.10894229563176,-0.477519073223681
160,45,0.0240809355195032,36.274587042727,0.0663851403494651,-0.732010205246772
160,50,0.028822787142523,31.0233032572771,0.0929068929362383,-0.732905302730276
160,55,0.022188457131857,25.2121722363293,0.0880069234965984,-1.12941861677147
160,60,0.0202752935271659,27.9193442730724,0.0726209517274406,-1.26993018974283
160,65,0.0211575728478417,25.0662730216634,0.0844065363429037,-1.31618729237079
160,70,0.020223099270905,24.6383753233068,0.0820796785726973,-2.27899628757366
160,75,0.0212793987794218,22.6188445270632,0.0940781866817346,-2.13012545356063
160,80,0.0172938092098131,22.9661242201523,0.0753013832200652,-2.35504902993967
160,85,0.0174516145018476,22.8618655757979,0.0763350411802011,-2.23532926475322
160,90,0.0170139868090065,22.9005360333532,0.0742951465600048,-2.27225503045466
160,95,0.0204156622032947,27.2216519087521,0.0749978813619714,-1.5582526607828
160,100,0.0205788509847356,27.3464587529751,0.0752523431667246,-1.638412096573
160,105,0.0198974886726313,27.4872151003516,0.0723881579126464,-1.70594862303772
180,5,0.00269382107071753,97.2078302917621,0.00277119761096634,-0.286694271419292
180,10,0.0189315498297226,81.1316696400598,0.0233343525576539,-0.39417610772555
180,15,0.0368252328357929,59.2040250979666,0.0622005560852613,-0.201585527277405
180,20,0.0317214142403589,39.9443814948142,0.0794139577414088,-0.354920113487404
180,25,0.0252984165743552,41.738910239223,0.060611109464429,-0.46881387533768
180,30,0.0291587577125213,29.2070126469361,0.0998347830536517,-0.562720143274859
180,35,0.0233803189575963,44.0784465055199,0.0530425203498685,-0.667708095578713
180,40,0.0315631956163525,35.5893283109893,0.0886872473134213,-0.491106274106017
180,45,0.0220916103544719,41.089948519369,0.0537640253894656,-0.768694647688404
180,50,0.0267373120164976,31.2187217089002,0.0856451211097314,-0.784298769487179
180,55,0.0201067139271316,28.5392908907709,0.0704527453190291,-1.14834215899755
180,60,0.0182338160257775,32.3460464071646,0.0563710810163765,-1.28003888385871
180,65,0.0187344512572158,27.744936350049,0.0675238574017588,-1.34122917544314
180,70,0.0183006991536175,25.0976862175487,0.0729178737632846,-2.3357564592587
180,75,0.0197771852536402,22.7677804818835,0.0868647924174122,-2.22665458310168
180,80,0.0144754499990129,21.5262787934584,0.0672454823144433,-2.63576584736171
180,85,0.0167967305387579,22.5521132708482,0.0744796300773731,-2.13335106957102
180,90,0.0159801446522054,22.5934587676723,0.070729076130081,-2.17504250949873
180,95,0.0223038678748438,32.5866788707805,0.0684447407582949,-1.1558667630806
180,100,0.0218128899577199,31.9454101020172,0.0682817653242228,-1.27921518411142
180,105,0.020874379554802,32.0868415620237,0.0650558875184145,-1.33177256051551
200,5,-0.00120500902607951,97.642467943648,-0.00123410340956862,-0.306821198693121
200,10,0.017316645357007,80.9935683235862,0.0213802721813951,-0.412675490234008
200,15,0.0358879488353567,61.4329402721996,0.0584180875542386,-0.215104482626363
200,20,0.0291176484394873,42.8365031042834,0.0679739155378808,-0.403519828066488
200,25,0.0247068651987002,45.6513175969785,0.0541208151248091,-0.477143234151631
200,30,0.029345583979005,31.666663650725,0.0926702740227993,-0.55346997164644
200,35,0.0237209838420365,43.6171724378275,0.0543845061846885,-0.655829783680253
200,40,0.0320162970159251,37.6251006300705,0.0850929206295258,-0.476434866321377
200,45,0.0228722820059112,41.383956787622,0.0552684754705532,-0.745163280978103
200,50,0.0276388929787954,32.5960567330855,0.0847921366842557,-0.75198300009707
200,55,0.0210492583533065,30.021166430357,0.0701147252294026,-1.10672340747003
200,60,0.0197354481191972,32.4646612108536,0.060790556202075,-1.22967773515196
200,65,0.0186066393736284,27.0393753543267,0.0688131257834367,-1.35040425998332
200,70,0.0186892476813798,25.0947636680334,0.0744746909299919,-2.36757195975154
200,75,0.0208587073250499,22.7677804818835,0.0916150229999248,-2.19827494906832
200,80,0.0157495348236043,21.5262787934584,0.0731642239456193,-2.58532565610778
200,85,0.0182279653308818,22.5521132708482,0.0808259745415698,-2.07842620198337
200,90,0.0183092235934495,22.5934587676723,0.0810377188447442,-2.07492360178667
200,95,0.0246069390469236,32.5866788707805,0.0755122642123187,-1.07052386313028
200,100,0.0231872749684309,31.9454101020172,0.0725840579112388,-1.22648007031298
200,105,0.02222741093164,32.0868415620237,0.0692726670796641,-1.28116766095377
220,5,-0.0187572649015814,97.9079737151537,-0.0191580564787832,-0.430181782657789
220,10,0.0119701970581879,82.7802046918165,0.0144602167906589,-0.495373922806513
220,15,0.0285785810365265,63.7811513294208,0.0448072517363666,-0.349067666297942
220,20,0.0221492096428406,45.8364161527567,0.0483222980806899,-0.57379878971638
220,25,0.0163805321400435,47.284201932334,0.034642716743924,-0.678146886346849
220,30,0.0235804976690409,30.096988018201,0.0783483638122881,-0.788123707847981
220,35,0.0183876916822898,46.963926632094,0.0391527987562354,-0.861976022532787
220,40,0.0276654483120572,35.1781201688079,0.0786439075746519,-0.638251050627052
220,45,0.0199575179865012,42.2273219369862,0.0472620973129265,-0.844232544226812
220,50,0.0249368746859714,31.1369990025708,0.0800875983068005,-0.859227454003994
220,55,0.0188200194600233,27.7052516685048,0.0679294297168137,-1.22867264594191
220,60,0.017345669027471,29.7304704458528,0.0583430694750093,-1.37880498012955
220,65,0.0179427018041038,26.5573233334547,0.0675621619649487,-1.43115858497335
220,70,0.0183937909368032,25.2361498897869,0.0728866765221077,-2.49005373621148
220,75,0.0202071974258598,22.9024457072061,0.0882316137070976,-2.31287969615317
220,80,0.0154299428669378,21.6119160629528,0.0713955339359654,-2.68151718314522
220,85,0.0181698656502101,22.6203748099035,0.0803252192012976,-2.14364477994676
220,90,0.0161274007291927,22.7049945082848,0.0710301899580199,-2.22678139456825
220,95,0.0218147199784115,31.8844817653323,0.0684179850843002,-1.23758825107079
220,100,0.0222256039812512,32.0105686799885,0.0694320810212458,-1.29148243605109
220,105,0.0211418666562071,32.1525789620775,0.0657548082881406,-1.35086171852568
240,5,-0.0243338348221234,98.0755161523958,-0.0248113247594965,-0.461002439942441
240,10,0.00761557407701713,83.9736494465196,0.00906900453560407,-0.546719759513128
240,15,0.0256125667591866,64.5771422260049,0.0396619699731348,-0.397816277651071
240,20,0.0209714133606465,47.47163966277,0.0441767200577516,-0.597051440476976
240,25,0.0157438212587874,48.201058105489,0.0326628125555496,-0.689747118910593
240,30,0.0237626120966307,30.3756446501802,0.0782291614558039,-0.781832646291545
240,35,0.018972242775079,46.0504913174798,0.0411987847084652,-0.845447234179051
240,40,0.0283396071080411,34.2813876172739,0.0826676195970586,-0.618664829626923
240,45,0.0204807240023478,41.3489400319565,0.0495314365652888,-0.828879715998765
240,50,0.025564125085554,31.1369990025708,0.0821020840301381,-0.836940656737288
240,55,0.019530417276914,25.8517617363819,0.0755477227280349,-1.20730393071659
240,60,0.0180254225279854,27.9012687025085,0.0646043114389445,-1.36239856621808
240,65,0.0187369200885268,25.6513010417696,0.0730447163596744,-1.4123603542038
240,70,0.0192675532111783,25.2361498897869,0.076349020335213,-2.45802669197394
240,75,0.0211562147740336,22.9024457072061,0.0923753517179041,-2.23253078437843
240,80,0.0160284760127762,21.6119160629528,0.0741649928959898,-2.61477610631883
240,85,0.0191028786469629,22.6203748099035,0.0844498767482819,-2.07642511151779
240,90,0.0168656628739502,22.7049945082848,0.0742817306905584,-2.17249339667789
240,95,0.022557542671769,31.8844817653323,0.0707477162018534,-1.19791289017587
240,100,0.0230170558760953,32.0105686799885,0.0719045516066836,-1.24817946463185
240,105,0.0221081012559815,32.1525789620775,0.0687599625587018,-1.29852488151813
260,5,-0.0179475114039134,97.5815756832916,-0.0183923156377014,-0.431149615747105
260,10,0.00945124205066854,83.076282068131,0.0113765828409576,-0.529099179895062
260,15,0.0289265636160995,60.034174262752,0.0481834954362766,-0.349689324838542
260,20,0.023062476091522,43.2326469189652,0.0533450476320594,-0.559992620838069
260,25,0.0168474502404001,45.4745128072669,0.0370481159672981,-0.673536963853377
260,30,0.0251417734393176,29.1071206660867,0.0863767107978179,-0.756411255154586
260,35,0.0205920677061593,43.3228855437871,0.0475316162524461,-0.819079053534281
260,40,0.0291331950481544,32.0957940607084,0.0907695101515471,-0.604648076339417
260,45,0.020518400307764,41.2756994475808,0.0497106059555016,-0.83029364464235
260,50,0.0253902829964686,31.1369990025708,0.0815437704653946,-0.845295380960581
260,55,0.0189838599873351,25.8594931383807,0.07341157031094,-1.22460051145133
260,60,0.01561011840087,32.5535821261135,0.0479520758741571,-1.39852642129012
260,65,0.0165408630014736,27.6960924538017,0.0597227317502081,-1.44761880142208
260,70,0.0172632084924587,25.2361498897869,0.0684066649146236,-2.47433251758587
260,75,0.0195630595794764,22.9024457072061,0.0854190850600771,-2.27803079309871
260,80,0.015357896629719,21.6119160629528,0.0710621704479296,-2.63033529366241
260,85,0.0182110574101045,22.6203748099035,0.0805073194548986,-2.09802081597963
260,90,0.0183440394064864,22.7049945082848,0.0807929700216085,-2.16699636732532
260,95,0.023689354675348,31.8844817653323,0.0742974430310647,-1.17221403258468
260,100,0.023210312763098,32.0105686799885,0.0725082799844415,-1.2446798057855
260,105,0.0223556939670145,32.1525789620775,0.0695300180846518,-1.29368057341868
280,5,-0.0193135263396204,97.5816489899804,-0.0197921704946834,-0.43995055135547
280,10,0.00811089149076641,83.761135562052,0.00968335903798449,-0.546772889955648
280,15,0.0293548213187588,57.9655760090612,0.050641817678427,-0.34405245069469
280,20,0.0234351289570884,44.5546313230824,0.0525986373608425,-0.554117733858108
280,25,0.0171269733739091,44.2791317682716,0.0386795600770597,-0.671679825039963
280,30,0.0235809703795309,29.2229263717121,0.0806933914816875,-0.793498468978342
280,35,0.0206269409736324,43.2571051753193,0.0476845153877778,-0.824795741670715
280,40,0.0292152562443019,33.3133236603646,0.087698413229964,-0.607522230709951
280,45,0.0208694988501986,41.3247863247863,0.0505011657802118,-0.829317700791585
280,50,0.0260597110360859,31.1369990025708,0.0836937144582696,-0.833382225563615
280,55,0.0195475451921347,26.2951558491759,0.074338959252631,-1.22476173396351
280,60,0.015496375689622,31.5919293931038,0.0490516913253316,-1.42078501967523
280,65,0.0166641761846583,26.1950704481742,0.063615695241697,-1.46748059211575
280,70,0.0170650429694326,25.2361498897869,0.0676214202402517,-2.51918720900563
280,75,0.0212247267358284,22.9024457072061,0.092674498641646,-2.23966156290153
280,80,0.0170572452324173,21.6119160629528,0.0789251873028365,-2.59717214014671
280,85,0.0195434424505226,22.6203748099035,0.0863975182319533,-2.07560755517714
280,90,0.0179981217466919,22.7049945082848,0.0792694388898643,-2.19041664007902
280,95,0.0234177930042582,31.8844817653323,0.0734457382014599,-1.18432846004134
280,100,0.0227911781670619,32.0105686799885,0.0711989168168382,-1.26333532921564
280,105,0.0216293660257553,32.1525789620775,0.0672710144068573,-1.32445120846286
300,5,-0.025338937469136,97.8714340310646,-0.025890023703028,-0.480004527358791
300,10,0.00431086018752028,84.8779144764012,0.00507889503896663,-0.602616898397498
300,15,0.0209216074804137,65.8459885426392,0.0317735490702911,-0.483600547926773
300,20,0.0145846067072865,53.3774201290471,0.0273235511795554,-0.732368756319359
300,25,0.010763205490249,53.5189852135185,0.0201110044357311,-0.787847386295864
300,30,0.0187637907973232,36.7164429429699,0.0511045986302872,-0.909416520849014
300,35,0.0144774303591431,52.6617059688924,0.0274913812471152,-0.953215500313802
300,40,0.0230460616389921,40.4263823039208,0.0570074795853227,-0.757794710474553
300,45,0.014571930452944,49.8608645547062,0.0292251860915007,-0.972630278591084
300,50,0.0200868957134164,38.0748006253197,0.0527564041925899,-1.00590113386271
300,55,0.0144108659179918,32.6470933922569,0.0441413443605663,-1.37301551530511
300,60,0.0110268766590107,40.0139187341278,0.0275576024739758,-1.51708664338375
300,65,0.0124920614312062,32.9060760986326,0.0379627804717964,-1.56448515806151
300,70,0.0137639465300004,25.8969861266146,0.0531488354000202,-2.59862913231024
300,75,0.0160857639935524,23.0020519385735,0.0699318653679645,-2.45507745955294
300,80,0.0115708084393853,21.7687374383911,0.0531533281254023,-2.81258707526868
300,85,0.0153456196924599,22.7357391628281,0.0674955829786667,-2.22698326914019
300,90,0.0146545489303267,22.9602271539768,0.0638258011649875,-2.39817381099747
300,95,0.0195703683930963,30.3371360147033,0.0645096108729949,-1.42811102590763
300,100,0.0185570286728289,29.5426223879486,0.0628144259813541,-1.59789116767165
300,105,0.0168778635088922,28.7060978371504,0.0587953946392861,-1.78086219800282
320,5,-0.0315533465251378,98.1510861829521,-0.0321477303535112,-0.526478494891548
320,10,0.00139107650163575,85.3185029264562,0.00163045113770321,-0.656782443959672
320,15,0.0202111299241749,63.843061450742,0.0316575199636515,-0.516144044681365
320,20,0.0116396859808382,55.9060101089224,0.020820097800148,-0.813552424090828
320,25,0.00929993445721435,55.1811324646243,0.0168534679189058,-0.826957490301314
320,30,0.017295816375734,39.0575914123048,0.0442828544985114,-0.962901695907725
320,35,0.013097267900955,53.6052610845036,0.0244328031166724,-1.00793116334506
320,40,0.0209985480977553,43.8552889085388,0.0478814496959495,-0.812112248341308
320,45,0.0124486044976204,52.788278053067,0.0235821378471676,-1.02334627309513
320,50,0.0178406020690385,41.9285189019642,0.0425500412040615,-1.06483192555619
320,55,0.0125684137585828,36.1035029892049,0.0348121725538401,-1.42635639758836
320,60,0.00907552167821521,43.2177181813281,0.0209995392170802,-1.56813577767005
320,65,0.0105510481807459,36.4840151811883,0.0289196463940356,-1.61623253100662
320,70,0.0118622819652358,27.2102015680144,0.0435949801238516,-2.66268271565929
320,75,0.0139957963484181,21.4761810192885,0.0651689252192833,-2.63554771290725
320,80,0.00953033399365799,21.8484529931528,0.0436201775779948,-2.88810003072388
320,85,0.0127497224740958,25.8992012069855,0.0492282459686709,-2.34828161229814
320,90,0.0132212165004669,22.9718870703227,0.05755389820607,-2.4047623799199
320,95,0.0191355912905767,32.1753070868916,0.0594729095790749,-1.34585360608852
320,100,0.0160611534447181,28.6799752360162,0.0560012807282644,-1.77411792072182
320,105,0.0148133828556329,28.1159794146857,0.0526867040167753,-1.96608310332208
340,5,-0.0239671645326548,97.6258885370029,-0.0245500091131776,-0.483700294608741
340,10,0.00631472510041711,82.966845755043,0.00761114279197878,-0.603698969408536
340,15,0.024153781830269,61.8453699207693,0.0390551174020183,-0.45469287582995
340,20,0.0131914121249379,55.7048211149498,0.0236809164106581,-0.782099100385758
340,25,0.00930628864835463,57.1307556884728,0.016289454841278,-0.830687519842225
340,30,0.0177792633899828,40.0050714735649,0.0444425237478483,-0.949457011847901
340,35,0.013691420208639,52.8103317346458,0.0259256470446613,-0.99838617065333
340,40,0.0234107451586737,41.4829359635378,0.0564346390025312,-0.760246794314834
340,45,0.013339945812159,51.510219786505,0.0258976682053566,-1.00952854183946
340,50,0.0178943194513512,41.8251692531181,0.042783615155406,-1.06844762767986
340,55,0.0125732765297731,35.4173553328737,0.0355003257911321,-1.43026532815185
340,60,0.0102108310063825,38.7604820647033,0.0263434056091909,-1.56044167791751
340,65,0.0109060114955353,33.3362146976593,0.0327152065537333,-1.61916468671879
340,70,0.011943054654598,26.6085767071698,0.0448842295701593,-2.67441677684013
340,75,0.0136237611066208,21.4761810192885,0.0634366095833557,-2.69562132302692
340,80,0.0106467488602487,21.8484529931528,0.0487299895493073,-2.8922285511509
340,85,0.0154203256665113,22.9291462545583,0.0672520707719147,-2.30935299531693
340,90,0.0159275549951873,22.9718870703227,0.069334987354017,-2.36368847757856
340,95,0.0216746758589487,32.1753070868916,0.0673643169913336,-1.27847285023086
