Date, Closing Balance, Open Profit, Current Equity, Projected Equity Curve, ICAGR
19970211, 29981.468750000000000000000000, 61.50000, 30042.968750000000000000000000, 30411.0034974425, 0.00736296113841809
19970212, 29981.468750000000000000000000, 58.59375, 30040.062500000000000000000000, 30416.8323112598, 0.00676993812661025
19970213, 29981.468750000000000000000000, 143.53125, 30125.000000000000000000000000, 30422.6622422738, 0.0208042905041181
19970214, 29981.468750000000000000000000, 199.21875, 30180.687500000000000000000000, 30428.4932906986, 0.0296388104813075
19970218, 29981.468750000000000000000000, 193.31250, 30174.781250000000000000000000, 30451.8286627891, 0.0272023960707283
19970219, 29981.468750000000000000000000, 172.78125, 30154.250000000000000000000000, 30457.6653014811, 0.0237111674285267
19970220, 30098.656250000000000000000000, 0.0, 30098.656250000000000000000000, 30463.5030588694, 0.014989614547494
19970221, 30098.656250000000000000000000, 0.0, 30098.656250000000000000000000, 30469.3419351685, 0.0148045575777718
19970224, 30098.656250000000000000000000, 0.0, 30098.656250000000000000000000, 30486.8652796757, 0.0142758233785657
19970225, 30098.656250000000000000000000, 0.0, 30098.656250000000000000000000, 30492.7086337631, 0.0141078725152884
19970226, 30098.656250000000000000000000, 0.0, 30098.656250000000000000000000, 30498.5531078341, 0.0139438274860409
19970227, 30098.656250000000000000000000, 0.0, 30098.656250000000000000000000, 30504.3987021033, 0.013783553606891
19970228, 30098.656250000000000000000000, 0.0, 30098.656250000000000000000000, 30510.2454167853, 0.0136269223159036
19970303, 30098.656250000000000000000000, 0.0, 30098.656250000000000000000000, 30527.7922854566, 0.013177683118676
19970304, 30098.656250000000000000000000, 0.0, 30098.656250000000000000000000, 30533.6434839382, 0.0130344474326034
19970305, 30098.656250000000000000000000, 0.0, 30098.656250000000000000000000, 30539.4958039068, 0.0128942920838658
19970306, 30098.656250000000000000000000, 0.0, 30098.656250000000000000000000, 30545.3492455774, 0.0127571187638246
19970307, 30098.656250000000000000000000, -108.37500, 29990.281250000000000000000000, 30551.203809165, -0.00124573633370223
19970310, 30098.656250000000000000000000, -111.28125, 29987.375000000000000000000000, 30568.7742335803, -0.00156879313358236
19970311, 30098.656250000000000000000000, -99.56250, 29999.093750000000000000000000, 30574.6332869867, -0.000111452125317928
19970312, 30098.656250000000000000000000, -67.31250, 30031.343750000000000000000000, 30580.4934633856, 0.00381410943440831
19970313, 30098.656250000000000000000000, 41.06250, 30139.718750000000000000000000, 30586.3547629924, 0.0168032359842154
19970314, 30098.656250000000000000000000, 8.81250, 30107.468750000000000000000000, 30592.2171860222, 0.0128048433395148
19970317, 30098.656250000000000000000000, 17.62500, 30116.281250000000000000000000, 30609.811197804, 0.0134570246188507
19970318, 30098.656250000000000000000000, 26.43750, 30125.093750000000000000000000, 30615.6781166799, 0.0143382063694006
19970319, 30088.921875000000000000000000, 0.0, 30088.921875000000000000000000, 30621.5461600561, 0.0101030141053472
19970320, 30088.921875000000000000000000, -40.96875, 30047.953125000000000000000000, 30627.4153281479, 0.00540151098321511
19970321, 30088.921875000000000000000000, -46.87500, 30042.046875000000000000000000, 30633.2856211709, 0.00469323205086782
19970324, 30088.921875000000000000000000, -70.31250, 30018.609375000000000000000000, 30650.9032519838, 0.00202231158782835
19970325, 30019.593750000000000000000000, 0.0, 30019.593750000000000000000000, 30656.7780468884, 0.00211040741056208
19970326, 30019.593750000000000000000000, 5.859375, 30025.453125000000000000000000, 30662.6539678027, 0.00271719657258896
19970327, 30019.593750000000000000000000, 108.421875, 30128.015625000000000000000000, 30668.5310149425, 0.0135241240511723
19970331, 30019.593750000000000000000000, 123.046875, 30142.640625000000000000000000, 30692.0504700752, 0.0145591095515337
19970401, 30019.593750000000000000000000, 140.671875, 30160.265625000000000000000000, 30697.9331515815, 0.0162170045290587
19970402, 30019.593750000000000000000000, 131.859375, 30151.453125000000000000000000, 30703.8169606091, 0.0152008503362422
19970403, 30019.593750000000000000000000, 125.953125, 30145.546875000000000000000000, 30709.7018973742, 0.0144897417293762
19970404, 30019.593750000000000000000000, 184.546875, 30204.140625000000000000000000, 30715.5879620929, 0.0201381630050342
19970407, 30019.593750000000000000000000, 125.953125, 30145.546875000000000000000000, 30733.2529261327, 0.0140297499284436
19970408, 30019.593750000000000000000000, 146.484375, 30166.078125000000000000000000, 30739.1435048281, 0.0158773614665976
19970409, 30019.593750000000000000000000, 155.296875, 30174.890625000000000000000000, 30745.0352125585, 0.016586803269415
19970410, 30019.593750000000000000000000, 152.390625, 30171.984375000000000000000000, 30750.9280495402, 0.0161855086068718
19970411, 30019.593750000000000000000000, 219.703125, 30239.296875000000000000000000, 30756.8220159898, 0.0223221635353895
19970414, 30019.593750000000000000000000, 213.890625, 30233.484375000000000000000000, 30774.5106943104, 0.0212907318470789
19970415, 30145.546875000000000000000000, 0.0, 30145.546875000000000000000000, 30780.4091807965, 0.0131921529177903
19970416, 30145.546875000000000000000000, 0.0, 30145.546875000000000000000000, 30786.3087978332, 0.0130944332665474
19970417, 30145.546875000000000000000000, 0.00000, 30145.546875000000000000000000, 30792.2095456372, 0.0129981506689993
19970418, 30145.546875000000000000000000, 14.71875, 30160.265625000000000000000000, 30798.1114244253, 0.0142046754999054
19970421, 30145.546875000000000000000000, -17.53125, 30128.015625000000000000000000, 30815.8238488619, 0.0111091018991772
19970422, 30145.546875000000000000000000, 26.43750, 30171.984375000000000000000000, 30821.7302537544, 0.0148080185126699
19970423, 30145.546875000000000000000000, -11.71875, 30133.828125000000000000000000, 30827.6377907153, 0.0114488307259294
19970424, 30115.312500000000000000000000, 0.0, 30115.312500000000000000000000, 30833.5464599615, 0.00979886996042248
19970425, 30115.312500000000000000000000, 0.0, 30115.312500000000000000000000, 30839.45626171, 0.00973082225236399
19970428, 30115.312500000000000000000000, 0.0, 30115.312500000000000000000000, 30857.1924641406, 0.00953223404313207
19970429, 30115.312500000000000000000000, 131.79687499999999999999999969, 30247.109375000000000000000000, 30863.1067980696, 0.0202448213188709
19970430, 30115.312500000000000000000000, 161.14062499999999999999999969, 30276.453125000000000000000000, 30869.0222655867, 0.0224859277852941
19970501, 30115.312500000000000000000000, 199.20312499999999999999999969, 30314.515625000000000000000000, 30874.9388669091, 0.0253952959970017
19970502, 30115.312500000000000000000000, 222.64062499999999999999999969, 30337.953125000000000000000000, 30880.8566022542, 0.0270965318379204
19970505, 30115.312500000000000000000000, 234.35937499999999999999999969, 30349.671875000000000000000000, 30898.6166145994, 0.0274846460617097
19970506, 30115.312500000000000000000000, 240.26562499999999999999999969, 30355.578125000000000000000000, 30904.5388882092, 0.0277658624605442
19970507, 30285.265625000000000000000000, 0.0, 30285.265625000000000000000000, 30910.4622969289, 0.0221583351129137
19970508, 30285.265625000000000000000000, 0.0, 30285.265625000000000000000000, 30916.386840976, 0.0220171992204747
19970509, 30285.265625000000000000000000, 17.609374999999999999999999688, 30302.875000000000000000000000, 30922.3125205681, 0.0232216029078699
19970512, 30285.265625000000000000000000, 32.234374999999999999999999688, 30317.500000000000000000000000, 30940.0963747914, 0.0238835429757724
19970513, 30285.265625000000000000000000, -20.453125000000000000000000312, 30264.812500000000000000000000, 30946.0265987406, 0.0198144796878769
19970514, 30285.265625000000000000000000, 11.703124999999999999999999688, 30296.968750000000000000000000, 30951.9579593235, 0.0220724935470558
19970515, 30285.265625000000000000000000, 26.421874999999999999999999688, 30311.687500000000000000000000, 30957.890456758, 0.0230196196788741
19970516, 30285.265625000000000000000000, -8.734375000000000000000000312, 30276.531250000000000000000000, 30963.8240912619, 0.0203111862154652
19970519, 30285.265625000000000000000000, -14.640625000000000000000000312, 30270.625000000000000000000000, 30981.6318193699, 0.0195243271402379
19970520, 30243.296875000000000000000000, 0.0, 30243.296875000000000000000000, 30987.5700043314, 0.0174567614192077
19970521, 30243.296875000000000000000000, 0.0, 30243.296875000000000000000000, 30993.5093274524, 0.01735407458733
19970522, 30243.296875000000000000000000, 0.0, 30243.296875000000000000000000, 30999.4497889512, 0.0172525887710298
19970523, 30243.296875000000000000000000, 0.0, 30243.296875000000000000000000, 31005.3913890459, 0.017152283022361
19970527, 30243.296875000000000000000000, 20.43750, 30263.734375000000000000000000, 31029.169179749, 0.0181643986239142
19970528, 30243.296875000000000000000000, 17.53125, 30260.828125000000000000000000, 31035.1164760976, 0.0178636001772247
19970529, 30205.140625000000000000000000, 0.0, 30205.140625000000000000000000, 31041.064912352, 0.0139836323725129
19970530, 30205.140625000000000000000000, 0.0, 30205.140625000000000000000000, 31047.0144887309, 0.0139055115212698
19970602, 30205.140625000000000000000000, 0.0, 30205.140625000000000000000000, 31064.8700607995, 0.0136762997928972
19970603, 30205.140625000000000000000000, 0.0, 30205.140625000000000000000000, 31070.8241998617, 0.0136015659142475
19970604, 30205.140625000000000000000000, 0.0, 30205.140625000000000000000000, 31076.7794801413, 0.0135276443603657
19970605, 30205.140625000000000000000000, 0.0, 30205.140625000000000000000000, 31082.7359018572, 0.0134545219584178
19970606, 30205.140625000000000000000000, 87.93750, 30293.078125000000000000000000, 31088.693465228, 0.0190909106356479
19970609, 30205.140625000000000000000000, 29.34375, 30234.484375000000000000000000, 31106.5730074586, 0.0150462863063429
19970610, 30205.140625000000000000000000, 23.43750, 30228.578125000000000000000000, 31112.5351396379, 0.0145915275641288
19970611, 30205.140625000000000000000000, 29.34375, 30234.484375000000000000000000, 31118.4984145667, 0.0148887335701508
19970612, 30205.140625000000000000000000, 102.56250, 30307.703125000000000000000000, 31124.4628324639, 0.0194125183321632
19970613, 30205.140625000000000000000000, 146.53125, 30351.671875000000000000000000, 31130.4283935488, 0.0220554619349191
19970616, 30205.140625000000000000000000, 167.06250, 30372.203125000000000000000000, 31148.3319381201, 0.0229780220528992
19970617, 30205.140625000000000000000000, 149.43750, 30354.578125000000000000000000, 31154.3020741468, 0.0217851578593014
19970618, 30205.140625000000000000000000, 175.78125, 30380.921875000000000000000000, 31160.2733544571, 0.0232753899400241
19970619, 30205.140625000000000000000000, 178.78125, 30383.921875000000000000000000, 31166.2457792703, 0.0233396606531943
19970620, 30205.140625000000000000000000, 210.93750, 30416.078125000000000000000000, 31172.2193488057, 0.0251547175156535
19970623, 30205.140625000000000000000000, 175.78125, 30380.921875000000000000000000, 31190.1469279396, 0.022702104473521
19970624, 30205.140625000000000000000000, 175.78125, 30380.921875000000000000000000, 31196.1250785585, 0.0225908196476704
19970625, 30339.953125000000000000000000, 0.0, 30339.953125000000000000000000, 31202.1043749971, 0.0200763622646013
19970626, 30339.953125000000000000000000, 0.0, 30339.953125000000000000000000, 31208.084817475, 0.0199789041953556
19970627, 30339.953125000000000000000000, 0.0, 30339.953125000000000000000000, 31214.0664062118, 0.0198823877499674
19970630, 30339.953125000000000000000000, 0.0, 30339.953125000000000000000000, 31232.0180521735, 0.0195983536392536
19970701, 30339.953125000000000000000000, 0.0, 30339.953125000000000000000000, 31238.0042281437, 0.0195054704466505
19970702, 30339.953125000000000000000000, 25.421875000000000000000000312, 30365.375000000000000000000000, 31243.9915514719, 0.0208564595954851
19970703, 30339.953125000000000000000000, 130.89062500000000000000000031, 30470.843750000000000000000000, 31249.9800223778, 0.0267042370924293
19970707, 30339.953125000000000000000000, 174.76562500000000000000000031, 30514.718750000000000000000000, 31273.9453861793, 0.02863386213915
19970708, 30339.953125000000000000000000, 171.85937500000000000000000031, 30511.812500000000000000000000, 31279.9395982745, 0.0283429343126159
19970709, 30339.953125000000000000000000, 198.20312500000000000000000031, 30538.156250000000000000000000, 31285.9349592678, 0.0296528707207731
19970710, 30339.953125000000000000000000, 195.29687500000000000000000031, 30535.250000000000000000000000, 31291.9314693795, 0.02936007720257
19970711, 30339.953125000000000000000000, 218.73437500000000000000000031, 30558.687500000000000000000000, 31297.9291288299, 0.0304952900678153
19970714, 30339.953125000000000000000000, 201.20312500000000000000000031, 30541.156250000000000000000000, 31315.9290054157, 0.029151152975811
19970715, 30339.953125000000000000000000, 201.20312500000000000000000031, 30541.156250000000000000000000, 31321.9312644239, 0.0290215922959185
19970716, 30339.953125000000000000000000, 271.51562500000000000000000031, 30611.468750000000000000000000, 31327.9346738726, 0.0326096377033216
19970717, 30339.953125000000000000000000, 268.51562500000000000000000031, 30608.468750000000000000000000, 31333.9392339822, 0.0323082861641142
19970718, 30339.953125000000000000000000, 224.64062500000000000000000031, 30564.593750000000000000000000, 31339.9449449735, 0.0298686237399892
19970721, 30511.812500000000000000000000, 0.0, 30511.812500000000000000000000, 31357.9689854426, 0.0267478774032479
19970722, 30511.812500000000000000000000, 35.140624999999999999999999688, 30546.953125000000000000000000, 31363.9793021663, 0.028444733163855
19970723, 30511.812500000000000000000000, 46.859374999999999999999999688, 30558.671875000000000000000000, 31369.990770875, 0.0289239156588472
19970724, 30511.812500000000000000000000, 41.046874999999999999999999688, 30552.859375000000000000000000, 31376.0033917894, 0.0285033859598867
19970725, 30511.812500000000000000000000, 14.609374999999999999999999688, 30526.421875000000000000000000, 31382.0171651303, 0.0270366099820049
19970728, 30511.812500000000000000000000, 55.671874999999999999999999688, 30567.484375000000000000000000, 31400.0654019214, 0.0287587724442832
19970729, 30511.812500000000000000000000, 102.54687499999999999999999969, 30614.359375000000000000000000, 31406.0837871777, 0.0309801960638457
19970730, 30511.812500000000000000000000, 143.51562499999999999999999969, 30655.328125000000000000000000, 31412.1033259655, 0.0328863540779397
19970731, 30511.812500000000000000000000, 178.67187499999999999999999969, 30690.484375000000000000000000, 31418.1240185058, 0.0344869802827558
19970801, 30517.703125000000000000000000, 8.81250, 30526.515625000000000000000000, 31424.1458650196, 0.0262591944916624
19970804, 30517.703125000000000000000000, 26.43750, 30544.140625000000000000000000, 31442.218330615, 0.0267981529623656
19970805, 30517.703125000000000000000000, 29.34375, 30547.046875000000000000000000, 31448.2447952356, 0.0268304839890013
19970806, 30517.703125000000000000000000, 14.71875, 30532.421875000000000000000000, 31454.2724149361, 0.0260137107660902
19970807, 30517.703125000000000000000000, 64.50000, 30582.203125000000000000000000, 31460.3011899379, 0.0283081428897994
19970808, 30517.703125000000000000000000, 210.93750, 30728.640625000000000000000000, 31466.3311204626, 0.0352015296995964
19970811, 30517.703125000000000000000000, 205.12500, 30722.828125000000000000000000, 31484.4278473881, 0.0345082746478382
19970812, 30517.703125000000000000000000, 231.46875, 30749.171875000000000000000000, 31490.462402219, 0.0356092494349025
19970813, 30657.375000000000000000000000, 0.0, 30657.375000000000000000000000, 31496.4981136805, 0.0311697327966078
19970814, 30657.375000000000000000000000, 0.0, 30657.375000000000000000000000, 31502.5349819942, 0.0310474985503466
19970815, 30657.375000000000000000000000, 0.0, 30657.375000000000000000000000, 31508.573007382, 0.0309262192591343
19970818, 30657.375000000000000000000000, 0.0, 30657.375000000000000000000000, 31526.6940282072, 0.030568000503237
19970819, 30657.375000000000000000000000, 0.0, 30657.375000000000000000000000, 31532.7366841091, 0.0304504312705323
19970820, 30657.375000000000000000000000, 0.0, 30657.375000000000000000000000, 31538.7804981943, 0.0303337629514881
19970821, 30657.375000000000000000000000, 42.953125000000000000000000312, 30700.328125000000000000000000, 31544.8254706848, 0.0321698272886799
19970822, 30657.375000000000000000000000, 110.35937500000000000000000031, 30767.734375000000000000000000, 31550.8716018027, 0.0350934060819219
19970825, 30657.375000000000000000000000, 116.17187500000000000000000031, 30773.546875000000000000000000, 31569.0169491408, 0.0349569949105176
19970826, 30657.375000000000000000000000, 101.54687500000000000000000031, 30758.921875000000000000000000, 31575.067716989, 0.0341757896787717
19970827, 30740.406250000000000000000000, 0.0, 30740.406250000000000000000000, 31581.1196445753, 0.0332276266340462
19970828, 30740.406250000000000000000000, 0.0, 30740.406250000000000000000000, 31587.172732122, 0.0331041038584549
19970829, 30740.406250000000000000000000, 0.0, 30740.406250000000000000000000, 31593.2269798513, 0.0329814960663866
19970902, 30740.406250000000000000000000, 0.0, 30740.406250000000000000000000, 31617.4555770439, 0.0325000143719868
19970903, 30740.406250000000000000000000, 0.0, 30740.406250000000000000000000, 31623.5156290232, 0.0323818325015432
19970904, 30740.406250000000000000000000, 0.0, 30740.406250000000000000000000, 31629.5768425201, 0.0322645070214651
19970905, 30740.406250000000000000000000, 2.9843749999999999999999996875, 30743.390625000000000000000000, 31635.6392177571, 0.0322760354935469
19970908, 30740.406250000000000000000000, -26.359375000000000000000000312, 30714.046875000000000000000000, 31653.8333161363, 0.0306845497306106
19970909, 30740.406250000000000000000000, -20.453125000000000000000000312, 30719.953125000000000000000000, 31659.9003405612, 0.0308252812073984
19970910, 30740.406250000000000000000000, 2.9843749999999999999999996875, 30743.390625000000000000000000, 31665.9685278401, 0.0317037653606826
19970911, 30740.406250000000000000000000, 38.140624999999999999999999688, 30778.546875000000000000000000, 31672.0378781958, 0.0330667866647812
19970912, 30678.890625000000000000000000, 0.0, 30678.890625000000000000000000, 31678.1083918513, 0.0287794295763328
19970915, 30678.890625000000000000000000, 0.0, 30678.890625000000000000000000, 31696.3269148462, 0.0284785993020157
19970916, 30678.890625000000000000000000, 166.96875, 30845.859375000000000000000000, 31702.4020839308, 0.035263291675731
19970917, 30678.890625000000000000000000, 187.5000, 30866.390625000000000000000000, 31708.4784174305, 0.0359822160634409
19970918, 30678.890625000000000000000000, 184.59375, 30863.484375000000000000000000, 31714.5559155684, 0.0357395462542515
19970919, 30678.890625000000000000000000, 202.12500, 30881.015625000000000000000000, 31720.6345785677, 0.0363294875292884
19970922, 30678.890625000000000000000000, 231.46875, 30910.359375000000000000000000, 31738.8775589671, 0.0371387205189888
19970923, 30678.890625000000000000000000, 193.40625, 30872.296875000000000000000000, 31744.9608836453, 0.0354872676049912
19970924, 30678.890625000000000000000000, 260.71875, 30939.609375000000000000000000, 31751.0453743016, 0.0380549016492614
19970925, 30851.765625000000000000000000, 0.0, 30851.765625000000000000000000, 31757.1310311596, 0.0344301616643488
19970926, 30851.765625000000000000000000, 0.0, 30851.765625000000000000000000, 31763.2178544428, 0.0343146242090993
19970929, 30851.765625000000000000000000, 0.0, 30851.765625000000000000000000, 31781.4853250795, 0.0339726179877461
19970930, 30851.765625000000000000000000, 0.0, 30851.765625000000000000000000, 31787.5768162996, 0.0338601258752039
19971001, 30851.765625000000000000000000, 43.953124999999999999999999688, 30895.718750000000000000000000, 31793.6694750631, 0.0354644982673325
19971002, 30851.765625000000000000000000, 70.296874999999999999999999688, 30922.062500000000000000000000, 31799.7633015939, 0.0363718644089734
19971003, 30851.765625000000000000000000, 73.203124999999999999999999688, 30924.968750000000000000000000, 31805.8582961158, 0.0363651595424025
19971006, 30851.765625000000000000000000, 123.07812499999999999999999969, 30974.843750000000000000000000, 31824.1502898666, 0.0379219643814952
19971007, 30851.765625000000000000000000, 146.51562499999999999999999969, 30998.281250000000000000000000, 31830.2499585918, 0.0386933057237623
19971008, 30915.234375000000000000000000, 0.0, 30915.234375000000000000000000, 31836.3507964278, 0.0354076915203678
19971009, 30915.234375000000000000000000, -61.50000, 30853.734375000000000000000000, 31842.4528035987, 0.0329551930651817
19971010, 30915.234375000000000000000000, 8.81250, 30924.046875000000000000000000, 31848.5559803287, 0.0355143762044229
19971014, 30915.234375000000000000000000, -70.31250, 30844.921875000000000000000000, 31872.9803873227, 0.0321035657259258
19971015, 30915.234375000000000000000000, -35.15625, 30880.078125000000000000000000, 31879.0894152112, 0.0333148021328351
19971016, 30836.156250000000000000000000, 0.0, 30836.156250000000000000000000, 31885.1996140043, 0.0315752009740763
19971017, 30836.156250000000000000000000, 33.171874999999999999999999688, 30869.328125000000000000000000, 31891.3109839266, 0.0327072695524381
19971020, 30836.156250000000000000000000, 12.640624999999999999999999688, 30848.796875000000000000000000, 31909.6521227128, 0.0316478561551769
19971021, 30836.156250000000000000000000, 9.734374999999999999999999688, 30845.890625000000000000000000, 31915.7681793965, 0.0314433375786631
19971022, 30836.156250000000000000000000, -4.8906250000000000000000003125, 30831.265625000000000000000000, 31921.8854083321, 0.0308116683325066
19971023, 30831.249999999999999999999999, 0.0, 30831.249999999999999999999999, 31928.0038097443, 0.0307162936441974
19971024, 30831.249999999999999999999999, 0.0, 30831.249999999999999999999999, 31934.1233838577, 0.0306220718845526
19971027, 30831.249999999999999999999999, 0.0, 30831.249999999999999999999999, 31952.4891446536, 0.0303428432655445
19971028, 30831.249999999999999999999999, -178.78125, 30652.468749999999999999999999, 31958.6134118203, 0.0238141051657176
19971029, 30831.249999999999999999999999, -93.75000, 30737.499999999999999999999999, 31964.7388528125, 0.0267990058994733
19971030, 30831.249999999999999999999999, -38.15625, 30793.093749999999999999999999, 31970.8654678553, 0.0287062893828788
19971031, 30831.249999999999999999999999, -8.81250, 30822.437499999999999999999999, 31976.9932571737, 0.0296648079837852
19971103, 30831.249999999999999999999999, -76.21875, 30755.031249999999999999999999, 31995.383673033, 0.0270200395627154
19971104, 30714.062499999999999999999999, 0.0, 30714.062499999999999999999999, 32001.5161617048, 0.0254951327486265
19971105, 30714.062499999999999999999999, 0.0, 30714.062499999999999999999999, 32007.6498257779, 0.0254197033617962
19971106, 30714.062499999999999999999999, 3.890625, 30717.953124999999999999999999, 32013.7846654777, 0.0254811914808754
19971107, 30714.062499999999999999999999, 0.984375, 30715.046874999999999999999999, 32019.9206810294, 0.0253046049527101
19971110, 30714.062499999999999999999999, -1.921875, 30712.140624999999999999999999, 32038.3357850503, 0.0249825194920713
19971112, 30714.062499999999999999999999, 18.515625, 30732.578124999999999999999999, 32050.6184044571, 0.0255419716623143
19971113, 30714.062499999999999999999999, 33.234375, 30747.296874999999999999999999, 32056.761479855, 0.025973605452876
19971114, 30714.062499999999999999999999, 50.765625, 30764.828124999999999999999999, 32062.9057326834, 0.0264987420410476
19971117, 30714.062499999999999999999999, 77.109375, 30791.171874999999999999999999, 32081.3455580085, 0.0271648319593862
19971118, 30714.062499999999999999999999, 80.109375, 30794.171874999999999999999999, 32087.4945228161, 0.0271888203733913
19971119, 30714.062499999999999999999999, 129.890625, 30843.953124999999999999999999, 32093.6446661829, 0.0287876566494088
19971120, 30714.062499999999999999999999, 103.546875, 30817.609374999999999999999999, 32099.7959883349, 0.0278219905130647
19971121, 30714.062499999999999999999999, 123.984375, 30838.046874999999999999999999, 32105.9484894981, 0.0284274220749786
19971124, 30773.640624999999999999999999, 0.0, 30773.640624999999999999999999, 32124.4130693144, 0.0260495052087177
19971125, 30773.640624999999999999999999, 0.0, 30773.640624999999999999999999, 32130.5702887823, 0.0259767412276877
19971126, 30773.640624999999999999999999, 0.0, 30773.640624999999999999999999, 32136.7286883916, 0.0259043826170256
19971128, 30773.640624999999999999999999, 0.0, 30773.640624999999999999999999, 32149.0490289395, 0.0257608680318898
19971201, 30773.640624999999999999999999, 0.0, 30773.640624999999999999999999, 32167.5383964786, 0.0255485531854731
19971202, 30773.640624999999999999999999, 0.0, 30773.640624999999999999999999, 32173.7038816883, 0.0254785571493485
19971203, 30773.640624999999999999999999, -17.53125, 30756.109374999999999999999999, 32179.8705486237, 0.0248402650137852
19971204, 30773.640624999999999999999999, -32.25000, 30741.390624999999999999999999, 32186.0383975114, 0.0242961848883336
19971205, 30700.421874999999999999999999, 0.0, 30700.421874999999999999999999, 32192.2074285778, 0.0229065492301908
19971208, 30700.421874999999999999999999, 0.0, 30700.421874999999999999999999, 32210.7216171158, 0.0227213210692998
19971209, 30700.421874999999999999999999, 0.0, 30700.421874999999999999999999, 32216.8953791637, 0.022660242249221
19971210, 30700.421874999999999999999999, 0.0, 30700.421874999999999999999999, 32223.0703245236, 0.022599490929518
19971211, 30700.421874999999999999999999, -43.96875, 30656.453124999999999999999999, 32229.2464534225, 0.0211393818330517
19971212, 30700.421874999999999999999999, 46.87500, 30747.296874999999999999999999, 32235.4237660872, 0.0239649799645203
19971215, 30700.421874999999999999999999, 5.90625, 30706.328124999999999999999999, 32253.9628089451, 0.0224864322139845
